,"('4hr', '7hr', '24hr')_STAT","('4hr', '7hr', '24hr')_LOG2FC","('4hr', '7hr', '24hr')_PVAL","('4hr', '7hr', '24hr')_ADJPVAL"
P54727,-0.1851937182665497,0.06266504792964422,0.8565403887607074,0.8917599771143548
A0A087WUT6,2.280182773765264,-0.40589588268748056,0.038079304693508634,0.06275282294003277
Q9Y2D5,-6.636445914914676,1.1796600371450099,1.6185652598397346e-06,2.276781798841227e-05
P09601,-5.90217079864812,2.0158735237680405,9.371078475529074e-06,7.909190233346539e-05
O43159,4.370043425490364,-0.5829302073487801,0.00038568901082138745,0.0014977984285272287
Q8N1F8,-5.7552537234519425,0.9993914540957869,5.279386388037015e-05,0.0003038046894206755
Q7L9L4,-2.6639477813214003,0.7422639470369108,0.022896251423921106,0.04105758399813615
Q6VMQ6,-3.5039172763250552,0.7633210617350819,0.002113630411755604,0.006109260505211403
P13861,3.750363672210757,-1.118132715845406,0.004295161464686847,0.010497440954234648
O14974,1.958467344425146,-0.8748951345099365,0.08122842326462143,0.12069857259743044
Q5VUA4,3.0312605682422467,-0.5302908646959312,0.011728270389762492,0.024501634180592927
P35606,-2.0285652188146113,0.31068750506263454,0.06233693594459016,0.09531227162542409
Q14669,3.362467586734419,-0.7081498007129656,0.005224107519526969,0.012091264780381429
P04899,-7.128149914295793,3.136061571632446,1.3059612807070237e-06,2.0191548767348488e-05
Q96PK6,2.337657489254238,-0.6556535720326526,0.04050856091151971,0.06558035564448077
O75683,-4.489071525531771,0.8274227035111714,0.0002557434712246754,0.0011400395583466164
Q14161,1.0513699714750229,-0.19002922091805674,0.3203785816194815,0.38481905534180605
Q9NX40,-2.8234915053264897,0.7276117107590849,0.010664876656972114,0.022730191662839554
A0A0A0MT49,-4.775839496806757,0.7780305428357748,0.0001588160655328297,0.0007674089273456581
Q5SW79,-2.6546591168148805,0.6549692120971637,0.014892764075193788,0.029717811034602543
O43399,0.8695314182124876,-0.48225488262493377,0.40031054274886213,0.4699593946431851
E7EWR4,-6.509867253497806,1.7204452097083704,5.8963603377947215e-06,5.4092697011942876e-05
O43815,-2.903943399793852,0.7720011400223687,0.009191469655801584,0.01992534346617261
P20020,-3.4105828632273543,1.1291358484756246,0.002632490825035253,0.007245072574988327
Q14157,0.01239745687591053,-0.001870198459468675,0.9902307794840384,0.9917976003376524
Q5H9R7,0.10283544429318621,-0.03437534165514711,0.9196075543734237,0.9449863342830799
O95487,-7.645966501785632,1.980504324306923,1.801013855662257e-07,4.750174044309203e-06
A1X283,-4.311627280562452,1.3977714895856148,0.00030852223856380335,0.00127643514386201
Q96JM3,-6.44817288036746,0.977525660157506,2.1808633403469753e-06,2.8340988054106126e-05
P06748,-11.268878441807633,1.9543384224468507,1.2452928872528075e-09,2.6275679921034236e-07
P25788,3.4404771893776154,-2.8679292570363986,0.008617904899442886,0.018810806211542574
O95613,-9.87423020350344,2.1538566659920946,1.9573518898093178e-08,1.2136867668260144e-06
E7EPK1,-3.4452548495441775,1.6471161931887925,0.002808063823301023,0.007628774249568873
O00567,-2.26350962816943,0.6046566312986594,0.03716296287762823,0.061581558904551484
P02765,-1.5351695917462347,0.7875484463911815,0.1405304621666668,0.19171504860237085
A0A087WZV0,-0.2592018320420437,0.06994209171892551,0.7985232149236815,0.842441991744484
Q8IXT5,-4.464612265605973,0.8721763622723389,0.0007393414011619228,0.00255739402696993
Q8TD16,1.1444334462845176,-0.3786751669014956,0.278795816715914,0.34405170833905563
Q5JSH3,2.3098566118479016,-1.060875176561331,0.04468896400474351,0.07089752936090887
Q9UJU6,-3.2808758150982342,1.2861806621923613,0.0035934117357887415,0.009215242145019377
Q13200,-5.248414447249093,1.405771922807511,4.825864701078189e-05,0.0002854927435310742
Q9P270,-5.521319045669024,1.6563714266952967,2.9913302013413708e-05,0.00019486777031517974
O14647,-6.7311498115971045,1.8394972117172985,1.183386814144132e-06,1.9207278291108603e-05
P27708,-3.391475409019154,0.9783026176993406,0.002789614783296046,0.007611319645803435
O43491,-0.1714356463495062,0.06161984682258703,0.8669657382766469,0.9011318757456773
O75122,-1.9985834151392217,1.0090769995918776,0.05939298150440533,0.09147386202503302
P23193,-6.792255622194936,2.3281667961032877,5.452977775309448e-06,5.076080782016e-05
A0A087X0H9,-3.6013060985522936,0.5306475657070306,0.001678463075233877,0.00501163738973134
Q9BW71,4.390992517590385,-0.8023256801894636,0.0002907032784252575,0.0012433457786701892
P29966,0.7909063497155165,-0.33194009655653334,0.44758505087419276,0.5151297040061164
O43312,-3.6162833256041913,1.1122776942336554,0.002053541747196384,0.006018018175811625
Q9UPP1,-4.471487472784163,2.252866216983514,0.00041340465369333804,0.001585970580532624
Q5SRQ6,-0.7982596667774046,0.21519469216592646,0.4366187262255913,0.5061898419428558
Q13131,-6.394372687379763,2.848756033065038,8.965463470716632e-06,7.774162160224148e-05
Q09161,0.24428383245004617,-0.04060480605201322,0.8122580687378784,0.8555064184876491
O14646,-0.03798190064343751,0.010909548892348297,0.9701115958103255,0.9778354142483058
A9Z1X7,1.8285172296215324,-0.4426322097789195,0.09357769612206833,0.13371259965072066
Q9Y3T9,1.988013847945772,-0.3715656522837323,0.07493545426827547,0.1124031814024132
O15400,4.603009194770587,-1.2411871313869274,0.0003227890756059317,0.0013097787490933
Q8NDX1,3.2007753857210974,-1.5379574552436694,0.012577470902967035,0.026103406824846336
O76094,-2.30016583788812,0.47680660136293707,0.03816719878659181,0.06275282294003277
Q92522,-1.8277923998704884,0.676353110637407,0.08183633157753357,0.12123372831771428
Q7Z6Z7,-5.48338147111083,1.1905873815583505,2.0152731776347376e-05,0.00014174088016030988
Q9Y6D5,-1.2554934902242665,0.3618345812156605,0.22685855169388736,0.2901039661055166
Q8IU81,-0.6892436630293878,0.16058480608864234,0.4982923795829092,0.56124390796438
Q6PJT7,-0.12753299223633416,0.03136364054346341,0.8997626016753124,0.9276054183395321
Q15758,-5.3402744350426525,1.2613102228444437,9.496840514059619e-05,0.0004927459053606343
Q15652,1.3507941039769178,-0.27701412158324734,0.1923616944841074,0.2495183455090983
O75367,-0.7782938349768208,0.20692246781495638,0.450665440404885,0.5167669994313933
M0R2Z9,-3.670727447211058,0.7641781447373994,0.0017046490386500416,0.005065928833171251
Q9UPY5,-5.023843416019491,2.5440283066140164,0.0001405911722659777,0.0006952672815965929
Q96TC7,-5.811785279519497,1.5273996801692058,2.2698156432351964e-05,0.00015449390345891175
O95155,-5.477145095107768,1.1693180507589327,2.4208382870220336e-05,0.00016130427744052075
Q07960,-1.5519025521986152,0.5124889626488867,0.13766652685521422,0.18862102056136493
P29350,1.9899896914451753,-1.553211531470241,0.08075448332459266,0.1202766775163933
Q6PD62,3.3984800471813847,-1.767825728267713,0.0063520843472975805,0.014360247827997745
B5ME19,2.449821974210354,-1.0812577234981233,0.039270807561790216,0.0637492989534985
Q9NYF8,-6.8084204431306095,0.6872271188258317,9.952795531376861e-07,1.6579262029898825e-05
Q9Y5Q9,3.318951186261819,-0.7535002192306737,0.003775033755755347,0.009558385469572538
J3KNN5,1.469614689180126,-0.5806174491534852,0.17105775939831314,0.22605336471635118
P46100,3.8708787957814175,-0.8810740648527395,0.0012358561511452845,0.003844665034555411
Q2TB10,1.3270210311040023,-0.22008742629105793,0.1989639805034143,0.2565054982864791
Q15785,-3.777910916969456,0.5495577074722606,0.0011239389735313932,0.0036298641339049583
Q9NXG2,-3.4809051326272544,0.9289561255966601,0.0022385719001542276,0.006382955012601919
P41212,3.284106197947679,-0.7675057466210657,0.009367260426466609,0.020237118941820353
P60174,-4.752260675861738,1.799216362892667,0.00019858320493486176,0.000917541377545748
P50552,-3.970627892282698,1.8677469288675421,0.0010541209203127142,0.0034572981479686427
Q9Y320,1.3999741638379688,-0.3032904047857343,0.18639551783048372,0.24277440902612385
P10412,-7.898375818001707,1.2842935596985483,1.313984626878472e-07,4.241302320773619e-06
O00193,-2.5634724007065723,2.722377086897873,0.02151607022206857,0.039024849428565635
A0A140T913,2.848384828582359,-0.4614047112185893,0.01932408062617348,0.036438000467719604
P30622,1.9145010979287471,-1.0716203230672958,0.08749072451883597,0.12819821439912768
Q3KQU3,-4.135903175811141,1.1207566389600636,0.00047052955346188176,0.0017896773128655257
P49916,-0.26091361178236794,0.04478850094051223,0.7969135694651464,0.8421473947770245
A0A087X188,-2.504041842918255,0.4255589375233817,0.020674061375920573,0.037605404744131384
P22087,-7.4754390635345445,1.2745873348420405,3.175158641308526e-07,7.178126499815346e-06
Q9H307,-0.6400876943831774,0.16871787966440976,0.534978530210854,0.5993653267672044
P20138,4.173709683381473,-1.3285450888597503,0.0014752999269381018,0.00448973487380682
Q8TEK3,4.04844667629213,-1.0322894349812741,0.0021465861114286487,0.006176313675156066
Q96PY5,-2.87623366563633,3.1514154291949192,0.012752078713269485,0.026379300083331975
Q8WWI5,-1.1019317014923513,0.2043282299216327,0.28439355773403463,0.3502356460031983
Q96G03,-7.342725090144849,3.426437185428591,4.073881062975149e-06,3.9673334044050306e-05
P31948,1.5390519733451746,-0.6818622392163722,0.14235608479379858,0.19378796059026773
Q9UI08,3.6417637147316206,-1.1159803044992485,0.004703433314935557,0.01119778478613436
A6NC98,-7.21266522608254,1.365031934009844,3.558209619370253e-06,3.632817240421565e-05
Q9BTC0,1.2810132395007938,-0.3155093985641191,0.23303087944523362,0.29739626348555015
Q9NZT2,2.60273706035878,-0.41925316034733706,0.02953262170288057,0.050799319396530984
Q4KMP7,-3.3320833156427914,1.352078646348279,0.004170783857151332,0.010312914771784348
Q7Z3C6,2.812071674280664,-0.7433043080896635,0.02023690412130371,0.03708473456044306
Q5VZL5,6.513207832468432,-0.8140590106962677,2.1753734917054794e-05,0.0001496751543749531
O94913,-2.4517069474849538,0.6574431893194292,0.023173506387815682,0.041331581929038075
Q99590,1.7820305689576614,-0.41778104725804543,0.10664119541453022,0.15000861488310585
Q9H1C4,3.882007253769577,-2.315890771479367,0.004601096877779779,0.011074122903553614
O00429,-6.648194646487288,1.8293129504383145,2.9559077192289637e-06,3.400216761321061e-05
H3BQK9,-6.627051098289145,1.6737378042647608,2.193852155847078e-06,2.8340988054106126e-05
P13807,-0.7897725543781567,0.273953276135978,0.44850113807762626,0.515247223962137
Q15477,-5.451850555819633,0.9750052323883618,3.391767476737233e-05,0.00021469888127746684
P16070,-4.707087283888066,2.7298367612375545,0.00028947722167172097,0.0012433457786701892
P40222,-7.273194351867742,3.5801159184935036,1.8139211270734723e-06,2.443004411569166e-05
A0A0A0MR66,-2.534317605065611,0.5845719132121578,0.019857199575569945,0.03696943332745816
P16150,1.2600302548159872,-0.7629903374365936,0.23519187088929328,0.2989487033592824
A6NHB5,-8.24455544795303,2.326778847563916,2.750672787910488e-07,6.448799536101254e-06
Q6UN15,-0.19514612262118072,0.0316805783277565,0.8473301295398299,0.8865454082623344
Q86UP2,2.1493825858085405,-0.5413746913753568,0.051304337099240656,0.0805847279995517
Q13627,-6.4600501626568745,1.1369204565268316,3.888028673876117e-06,3.845503360255597e-05
Q7Z3T8,-7.775721967471143,1.5366127635987676,4.913306950220875e-07,1.0724563101689014e-05
O15117,-0.7705581557781302,0.21052340197019004,0.451456794132007,0.5167669994313933
Q9H2Y7,1.4755654852132274,-0.5083382579244764,0.157486496319155,0.21075888408039137
P78536,-2.3622021489577816,0.4877540703522043,0.0351529246225269,0.058867199169469656
P49407,3.606956336730612,-0.986732742711129,0.004196435580718752,0.010335967792198327
P35613,-6.386877836329045,1.70260215081674,2.836934537309313e-06,3.392743712874329e-05
Q9UBB9,-0.15692675686575003,0.035732882789003106,0.8778768561560469,0.9070887013285199
Q9C0C2,-4.473820510891762,1.060402372705192,0.0002169401954036485,0.0009879362855432338
O75151,-1.1583940448356158,0.19381091224000757,0.2676772651597911,0.3325684525170242
Q9BTU6,5.066248589415567,-2.0261627888022504,0.0009061174349289803,0.0030347742661907123
M0QZR4,-1.513005158657616,0.6422933527154495,0.14549716947938207,0.19721564942280267
P49757,-0.9956522817151189,0.4070484387576099,0.3338763285012617,0.40027218928276265
Q9UKJ3,3.2849143261491447,-0.6212640940533181,0.003595836982337735,0.009215242145019377
Q96II5,1.5015570756728334,-0.3307698600437261,0.1559457596785356,0.21002907633300646
Q13884,-6.520050390383246,1.6136099936255441,7.541189947061401e-06,6.629962828458149e-05
Q92733,-3.2972469967320426,1.5543553879816832,0.00416874533512904,0.010312914771784348
Q9BQG0,2.6382898412488505,-1.5244315533132322,0.02840285159607102,0.04912296464566381
P52292,-3.139519644664953,0.7000595216895387,0.004985405623368058,0.011731456355360522
I3L1Q2,0.42181624724647254,-0.09784020030337892,0.6774991582178043,0.7330888327382394
Q14258,-0.7904409593733215,0.1370818647073362,0.4459353179181995,0.5141658583647
Q9UIS9,-1.7661245595232078,0.3445494162486924,0.09219153167231592,0.13293220853889745
Q92797,0.7511484909009977,-0.20708637833147892,0.4625806885702145,0.5285443607670501
Q5T1R4,-0.5856624912317799,0.23064888084155544,0.5648292913553867,0.6272577919788769
P48634,0.8621709594749027,-0.2607949657999069,0.40091322765769344,0.4699593946431851
Q05655,-4.496090478004641,0.9848052859686867,0.0001985376025821014,0.000917541377545748
E9PB61,3.510974693512649,-1.1473776728434488,0.006607792524504092,0.014779974091911981
P62995,2.339246992863967,-1.6739660808854018,0.04629096907015316,0.07307277661198741
Q9UPW6,4.146601009351329,-1.2504021121106526,0.0012150250118446845,0.00382642205222729
I3L4Q0,0.6583649120488808,-0.17987817189904565,0.5232013236633057,0.5882529980086546
Q13098,0.9435937889332218,-0.109504830944263,0.36061048228534376,0.42826723318315685
Q13045,-0.03250139200805748,0.006198596435916581,0.9745888291748264,0.9807865323810255
Q13177,-6.457676383770336,1.0954795944940763,2.309052758656046e-06,2.9232607924585544e-05
Q641Q2,-3.0583933647189343,0.636160017869265,0.006468711591545543,0.014571866325438892
Q05D32,0.3826056804795269,-0.1535780570298435,0.7072447301545681,0.7587896850641384
Q96C19,0.7239142580507198,-0.22370644333666245,0.48134342398480834,0.5450633047985396
Q66K14,3.1154538534029634,-2.1830059959706745,0.013571979922203947,0.02762399771946977
Q13469,-2.226489206933549,0.9865218849781274,0.04085929429323776,0.06597942165209056
Q5T4S7,1.536174945344382,-0.5060602816951405,0.15813042888857556,0.21117418035119903
Q6KC79,-4.533483228806071,1.1526856364669547,0.0001815198215633661,0.0008556022370738899
M0R0P8,1.7414686177561713,-0.17382663849108893,0.10123293923040304,0.14319612190027753
Q9Y4E8,-4.758121680304286,3.182489288256895,0.0003152605258990469,0.001295843590221407
Q9Y2W1,-7.412735533451106,1.0245165784748824,7.789992919852097e-07,1.450313387725405e-05
Q14966,2.5820868733192635,-0.8549485392528282,0.027056655867689024,0.04757461990068654
Q14012,-2.6758118629651,1.1865544561837837,0.014929326870463836,0.029717811034602543
Q13247,1.4254293755159833,-0.5299507525322018,0.18306222724596088,0.23941816084027528
Q09666,-3.2257408271873245,1.0024066318281646,0.004733079665675346,0.011221121454578629
Q9Y520,-2.8314967819244843,0.3684472929931446,0.015411703752938054,0.03039130366233579
O94885,-1.8209304193046973,0.3812820999470792,0.0924051841468425,0.13293745810216204
Q8WWW0,-7.769258300342948,1.696974486682586,9.567999326041656e-07,1.6369036684822615e-05
Q13905,-1.267666702547827,0.5553460790129761,0.22099251638535172,0.28317462119823406
P40818,-4.198605735002021,1.484985276465707,0.0005632403161845793,0.002072855349679295
P26368,3.755250945996098,-0.8636219629244275,0.00317054437862908,0.008327612413577623
Q16512,-5.700754065912535,2.908881424262839,6.107797510165162e-05,0.0003421447631800484
D6REX3,0.08404080543953583,-0.018296365761606648,0.9342675818964492,0.9557574291310054
Q9H3Z4,-3.8304573091773646,1.450256926579537,0.001451944844739196,0.004440005249854643
Q9NTJ3,1.7625136618945754,-0.41656095982619945,0.10134575452025961,0.14319612190027753
O95394,-4.963338991737782,3.201318044849364,0.0002387030307372429,0.0010792787032619625
Q9GZR7,-5.69092212350036,2.3166529716625006,5.01566285395785e-05,0.00029127656757388246
Q9UBM7,1.757738429147789,-0.8581587518494072,0.10856274769968396,0.15203588339358395
Q8WVC0,7.071935718189506,-1.2119597127721142,3.1912392908512648e-06,3.400216761321061e-05
P13612,-2.596083007289115,0.5083875879192779,0.02032854283228824,0.03708473456044306
O15427,3.906918138723624,-2.95737737170995,0.004440367297586027,0.010769166664260364
P11387,-0.15498019844645083,0.036113866400910855,0.8784287107652176,0.9070887013285199
Q14289,-5.033826163187945,2.3154611642639145,0.00016070335813730044,0.0007706456492493272
P22626,-1.3412775058212827,0.29492094206156994,0.19417459942437537,0.25084188048087674
Q86WB0,-0.18601474133000104,0.020767163995043525,0.855512501988747,0.8917599771143548
P78332,-0.0837761875255141,0.025766965625405813,0.9346190341739216,0.9557574291310054
O15258,-5.571152623529866,1.6209987985375083,1.925292146553508e-05,0.0001378163066363233
P42356,2.956596180630214,-1.5055011690510096,0.017955627129844155,0.03465217064997363
Q5SNT2,2.357954981467175,-0.5691181591797778,0.028182079352475183,0.04897405438076976
Q15061,2.1358031859504405,-0.6705036554916668,0.05215799000102537,0.08152100659419521
Q5JTD0,-5.968222119802373,2.031397435292739,1.937701625692381e-05,0.0001378163066363233
O00559,-5.199453803363379,1.652629659450869,6.513420467718312e-05,0.0003554306169022148
Q7Z6I6,-2.4746023324946935,0.6678055947912651,0.021984392547814053,0.03976034423647513
Q6ZS81,-6.775844048310316,0.9907447839062311,1.3853195803850876e-06,2.039319289264559e-05
P12270,-3.5580398963891953,2.104305619667638,0.002252196583821715,0.006393006446453567
Q15019,-5.61689409621986,0.6667921086622359,0.0001516781946315657,0.0007442813736572178
O60264,-6.921692345562437,2.800080170987612,5.3100401814414295e-06,5.0167991564961564e-05
Q7Z5L9,-5.299062562248182,0.8025123313023172,3.0169101881339047e-05,0.00019486777031517974
P30273,-3.6180889019403724,2.2510826634076024,0.002875980065637426,0.0076814151120189475
Q13242,-2.4324106356690702,0.8233734399860069,0.0242663887716729,0.04314782048446333
P35269,2.906048151698683,-2.006777163438362,0.018485612499527068,0.03545876579454737
P48651,3.677105605392996,-1.154221528580587,0.003695319948911299,0.009394126617111856
Q9BUH6,-4.658446545398806,2.550043623909618,0.00033055241105052995,0.0013159728062577703
P24534,-2.8475653158477128,1.3027759520087048,0.011220445616576136,0.02362024553978685
Q01196,-9.674998309935875,1.5998045296667787,3.876221130128718e-09,4.907295950742958e-07
Q8WUB8,3.3072082745275955,-0.8047121834705928,0.0063181540685229185,0.014334736650089632
Q92667,-6.424252523214381,2.5240373700961447,1.1453007083625656e-05,9.17690314422157e-05
Q9UHB6,-1.2842714502693673,0.17071629072994154,0.21600032202821579,0.27733915586989977
Q01581,-1.210967460674278,0.3941921634812151,0.24009753045036306,0.3039634735501596
Q5JSP0,-0.7259240740019139,0.17537092025184986,0.47630192579530306,0.5403210018430589
Q3V6T2,-2.697616543385677,0.9951701144126857,0.013522280834967272,0.027611625059788012
P38432,-3.4638934024934556,0.7336279865849404,0.004890096029432892,0.011550114875488883
Q92769,-3.2768790720008827,0.5317099436429569,0.0036371421493938366,0.009283512018412494
Q9UQ35,0.05027742190187886,-0.008999344728295444,0.9606807826667956,0.9714232195336767
E7EX17,2.149345284560635,-3.850507897953691,0.0637412979999913,0.0970956638450129
Q96B97,-2.947944322184446,0.5411079060546442,0.007848745819475273,0.01725088924905503
Q8N3U4,1.1201102617406258,-0.225236722013324,0.287616775433563,0.35283220707256857
P52948,-0.39754431879452895,0.09071286952105462,0.6950474550475504,0.7480455655667297
O75396,-1.7480895576725086,0.43075088320179433,0.09515471166485863,0.13565975784652143
Q7Z5Q1,-2.986693809294012,0.7115598884030925,0.007114584770313941,0.015691749685047822
Q12996,3.1988756658385484,-1.363131573792642,0.01129874432451762,0.02368246740867435
P35236,-7.1831951268378225,0.8045313510386718,6.446187779956046e-07,1.2364960196097507e-05
Q9H582,0.3408867862911872,-0.08697499171385603,0.7396098135678122,0.7881700538525676
P33993,2.1363946811403127,-0.41764103547581377,0.05982924090854414,0.09192211042502049
Q12965,-2.563938825607038,1.108275752352146,0.01871727359899558,0.03563520429891632
Q12830,-2.532485493148365,0.5149232801967436,0.020161230716998782,0.03708473456044306
Q92597,-2.46038780640534,0.6577599671233076,0.03150104977027301,0.05360259275425488
Q13523,-1.6626810981578373,0.33136675221602063,0.1271329414125556,0.17625863215908236
P10644,2.3157947797611547,-0.5965850210129748,0.038600846312360534,0.06330138786457051
Q4G0J3,3.83564665311372,-2.2528266972573823,0.0046578305171655395,0.011168207262749192
P18887,-2.5966127023382253,0.429542136912179,0.01685968873476415,0.03283748605878679
Q9H4L7,-1.2296675358966964,0.3211208858557122,0.2339606068044619,0.2979820203364676
Q15149,-3.398231310872519,0.5817751014823016,0.003024941314909705,0.008011664654133235
Q01543,1.698158436627968,-0.35113355623240317,0.10724389590360721,0.15052192041459728
Q8IWZ8,-5.89981127538912,1.16934910933913,1.8316485883456386e-05,0.00013397196746089745
Q16666,5.020254035975955,-1.8673243959810553,0.0008481121140182593,0.0028708821827463002
A8MXP9,2.847087932711866,-0.4887039401194049,0.009747979104141423,0.02091685007770007
E9PF32,2.1955175915793674,-1.3580022029457843,0.05593876540419299,0.0867919510888728
Q96TA1,-0.5019121419992807,0.11542500193178862,0.6228729855776083,0.6809647666159344
P49736,5.095063187468423,-1.300142704330001,0.0007255876330633969,0.002523609734775441
Q15691,-4.877836596689284,1.519385199503653,0.00011348953903171794,0.0005713507805230291
O15553,1.4306798527162656,-0.5986373293160097,0.18398732444559224,0.24013191004960802
Q8IZD4,-9.958425583870318,1.6062893616521903,9.703900047464864e-09,7.997922517633397e-07
Q16513,1.0660216534991611,-0.2046340752266782,0.3023250399484846,0.36591156842713335
A0A0U1RQK7,-5.312488197252761,2.738182147732709,9.867853278373279e-05,0.0005037379939685714
Q6P2E9,-7.089739642646473,1.2679526083705877,5.40586274221455e-07,1.1372512582223056e-05
Q8NF50,-0.7823000203588295,0.3648629666938561,0.4436118124984473,0.5130262234242696
P42331,-5.180800498425791,1.4642109951569866,4.321349441469835e-05,0.000263020595812539
E9PAV3,-3.8285762698269776,1.3937197246280335,0.0010939674856343055,0.0035694918474562646
P42677,-0.16145021561068454,0.05369310914269576,0.8740672259190717,0.9055393682598566
P46087,-0.7570958201172738,0.20067373456620086,0.4644865992942814,0.5297657970329371
Q15287,1.8506139622651618,-0.778693780241378,0.0819716204107136,0.12123372831771428
J3QS41,2.889911082485244,-1.6696949246439434,0.019591755301451436,0.036633310553596005
P25205,0.8218346205035062,-0.21078265254319906,0.4255074907639178,0.49694878533867154
A0A0G2JH68,2.902656227026895,-0.7456596463723513,0.013134668711042685,0.02703117313723359
Q9NXH8,-1.9031316187274978,0.7079649724364505,0.07178631264364628,0.10801822389313595
E7EVA0,-9.51111140740564,1.3044829734584886,5.354558826045577e-09,5.649059561478083e-07
Q13617,-2.6989614134476123,1.482217527415653,0.014690604207414656,0.029427697668650245
Q96G46,-6.312090784761928,1.773851442870414,3.1989430286936783e-06,3.400216761321061e-05
P04049,0.2802606140687931,-0.18256196947687142,0.783379164774745,0.8292291158903237
Q13153,1.9143205250648947,-0.6208798300083971,0.08984286361609226,0.13103809370734193
Q9BY44,2.065042360153517,-0.4138652304107868,0.06006457985144433,0.0920602398207367
Q15042,0.506142062824985,-0.15719103568604087,0.6247918189553602,0.6818848644805914
A0A0B4J1W0,-7.963746732136846,1.4334125412200527,1.3000014696316842e-07,4.241302320773619e-06
P27105,-6.573637009030436,2.7006942448560762,3.109394883416926e-06,3.400216761321061e-05
Q8TD19,-4.2312128917134455,1.616271439683462,0.0005818381948478801,0.0021166872260845295
P57740,1.6929216857059388,-0.35724847226510525,0.10629406382829149,0.1498533238381036
Q8NI27,3.553316903915333,-1.0756267519981737,0.005233817614256732,0.012091264780381429
Q6ZNJ1,-3.6986213944860378,1.2742453685689785,0.002094822037544647,0.006082671329200741
O00267,-4.973068810188969,1.1296384820299186,6.649556216324398e-05,0.0003597580414472944
Q8IWB9,2.4608611002789837,-0.7883155629692247,0.034014626511999484,0.05726398559067999
P38159,-5.934374148912704,1.0231850579695878,1.1088284576304778e-05,8.998569406155031e-05
A0A096LP25,-0.9171096869582478,0.23208063560695824,0.3765712781131717,0.4455506898049303
P42167,-3.119364322819682,0.7752416425289408,0.005205458716457641,0.012091264780381429
P06702,0.5121728278512381,-0.2134363581260259,0.6206712804498951,0.6808937290431197
Q9UKV3,1.8520490082068921,-0.329678641383071,0.08977798237134005,0.13103809370734193
