© 2000-2021 QIAGEN. All rights reserved.

Master Regulator	Expr Log Ratio	Molecule Type	Participating regulators	Depth	Predicted Activation	Activation z-score	p-value of overlap	Network bias-corrected p-value	Target Molecules in Dataset	Causal network	Target-connected regulators
EGF	 	growth factor	Akt,AKT1,AMPK,AR,ATF1,ATF2,ATF6,ATM,BCL2,BMX,CCND1,CCNE1,CEBPA,CEBPB,CHEK2,Creb,CREB1,CTNNB1,DUSP1,EGF,EGFR,EGR1,ELK1,ERBB2,ERBB3,ERBB4,ERK,ERK1/2,ESR1,ESRRA,EZH2,FOS,HDAC6,HGS,HIF1A,HNRNPA1,HRAS,HSF1,IKBKB,INSR,IRF3,ITGAV,ITGB4,JINK1/2,Jnk,JUN,KAT5,KRAS,LCK,LIN28A,MAP2K1,MAP2K1/2,Mapk,MAPK1,MAPK3,MAPK7,MAPK8,MAPKAPK2,MED1,Mek,MET,MMP1,MMP14,MMP2,MTOR,MYC,NCOA3,NFAT5,Notch,NR3C1,NR4A1,P38 MAPK,PGR,PI3K (complex),PI3K (family),PPARGC1A,PRKCD,PRKCZ,PTEN,PTK2,RAC1,RAF1,Rap1,RARA,RELA,ROCK,RPS6KB1,RUNX2,RXRA,SHC1,SIRT1,SMAD3,SP1,SREBF2,STAT1,STAT3,STAT5a/b,TFEB,TP53,TP63	3	Inhibited	-4.025	4.55E-23	8.00E-04	A2M,ABCE1,ACADM,ACO1,ACO2,ACSL3,ACTR3,ADAM10,ADAR,ADH5,AFP,AGO2,AK1,AKR1B1,AKT1,AKT2,ALDOA,ALDOC,ALOX5,APEX1,APOB,APOBEC3G,APOC3,APOE,ARHGAP1,ARHGDIB,ARPC1B,ARPC5L,ARRB1,ASNS,ASS1,ATG7,ATG9A,ATP2A2,B3GALT6,BAG1,BAX,BCAS3,BCAT1,BCLAF1,BCOR,BID,BPNT2,BST2,BUB1B,BZW2,C11orf58,C3,C4A/C4B,CAPN2,CARS1,CASP1,CASP4,CBR1,CBS/CBSL,CD14,CD151,CD63,CD70,CDC37,CDC42,CDK12,CDKN2C,CEBPZ,CHD3,CHD7,CKAP4,CLCN7,CLGN,COL6A3,COX5A,CPT2,CSTA,DDX21,DEGS1,DNM1,DNM1L,DPYSL2,DR1,EDF1,EED,EEF1A1,EEF1A2,EEF1B2,EGLN1,EGR2,EHD1,EIF1AX,EIF2B1,EIF4A2,EIF4E,EIF4G1,EIF5,ENO1,ENO3,ERBIN,ERP29,EZH2,EZR,FABP4,FAM3C,FBL,FBLN1,FBP1,FBXO22,FDPS,FDXR,FHL1,FKBP3,FKBP4,FKBP5,FLI1,FSCN1,FUS,G3BP1,GABPA,GAPDH,GART,GBP2,GBP4,GCLC,GCLM,GDF15,GDI1,GLO1,GLUL,GNL3,GNS,GOT1,GPX4,GSK3A,GSK3B,GSPT1,GSTM3,GSTP1,H1-10,H2BC12,HGSNAT,HINT1,HMGB1,HMGB2,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPD,HNRNPF,HNRNPH1,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPA8,HSPD1,HSPE1,HSPH1,HTT,IDH1,IDH2,IDI1,IGF2,IGFBP2,IGFBP3,IGLL1/IGLL5,IL1B,IL1RAP,ILK,IPO7,IQGAP2,IRAG2,IREB2,IRF8,ISCU,ITGB2,ITIH2,JAK1,JUN,KAT2B,KIFC1,LAMB1,LAMP1,LAP3,LASP1,LCP2,LDHA,LDHB,LGALS1,LGALS3,LIG3,LIMS1,LMAN1,LPL,LRIF1,LSM2,LTF,LUM,MAP2K1,MAP2K2,MAPK1,MAPK7,MARCKS,MAT2A,MATK,MBD2,MBOAT7,ME1,ME2,MECP2,MED1,METTL7A,MIF,MKI67,MKNK1,MMP2,MNDA,MPG,MRPL20,MRPS11,MST1,MTA2,MTHFD2,MX2,MYD88,NAE1,NAMPT,NAP1L1,NASP,NCF1,NDRG1,NDUFB8,NEU1,NFKB1,NIBAN1,NIBAN2,NIFK,NME1,NMI,NNT,NOLC1,NOP16,NOP2,NOP56,NOTCH1,NPC1,NQO1,NUCKS1,NUDCD2,NUDT1,NUP153,P2RX4,P4HA1,PAICS,PARP12,PCNA,PCYT1A,PDCD4,PDCD6IP,PDHX,PDIA4,PDIA5,PDLIM1,PDLIM7,PEA15,PELP1,PGK1,PGLS,PIK3CD,PIP4P1,PKM,PLCG2,PLG,POLDIP2,POLR2A,POSTN,PPAT,PPIA,PPIF,PPM1A,PPM1F,PPP1CA,PPP1R3D,PPP2CA,PPP2R1A,PPP3CB,PPP4C,PPP4R2,PRDX2,PREP,PREX1,PRKAR1A,PRMT1,PRPS1,PSAT1,PSIP1,PSMB3,PSMB5,PSMB9,PSME2,PTPN11,PTPN2,PTPN6,PTPRE,RABGAP1L,RAD23A,RALY,RAN,RANBP1,RANGAP1,RASA1,RHOA,RPA1,RPL10,RPL27A,RSAD2,S100A11,S100A4,S100A9,SAE1,SAMD9,SAMHD1,SDHA,SDHB,SEL1L,SERPINB1,SERPINB8,SERPINB9,SERPINF1,SHC1,SIRT6,SLC9A3R1,SMAP2,SMC1A,SOD1,SON,SP100,SPR,SPRY2,SREBF2,SRSF1,SSBP1,ST13,STAT3,STAT6,STIP1,STK4,STMN1,STOM,STT3B,SUMO1,SUMO2,SUMO3,SUN1,SUN2,SYK,TACC1,TAGLN2,TALDO1,TAPBP,TFB2M,TGFBI,TGM2,THBS1,TIMP2,TK1,TKT,TLN1,TMED10,TMED9,TMSB10/TMSB4X,TMX3,TOP1,TOP2A,TOP2B,TPI1,TPM1,TPX2,TRADD,TREM2,TUBA1C,TUBB2A,TUFM,TXN,TYMP,UBA2,UBE2I,UBE2L6,UGDH,UGP2,UQCRC2,UQCRQ,UTP18,VASP,VCL,VPS26A,VPS35,VTN,WARS1,WAS,WRN,XPO1,YLPM1,YWHAH,YWHAZ,YY1,ZEB2,ZNF318,ZYX	405 (100)	94
BMP2	 	growth factor	Akt,AR,ATF2,BCL11B,BMP2,CASP7,CASP9,CEBPA,CHUK,CLTC,CTNNB1,DUSP1,EGFR,ERK,ERN1,ESR1,estrogen receptor,EZH2,Focal adhesion kinase,FOXO1,FOXO3,HIF1A,HSF1,IQGAP1,IRF3,JUN,MAPK1,MAPK14,MAPK9,Mek,MMP14,MTOR,MYC,NFkB (complex),NR4A1,P38 MAPK,PHB2,Pkc(s),PLSCR1,PPARA,PRKAA,PRKD1,RAC1,RB1,RHOC,SIRT1,SMAD1,SMAD3,SRC,SREBF2,STAT1,STAT3,STAT5a/b,TCF7L2,TFEB,TP53,TP63,YAP/TAZ,YAP1,YBX1	3	 	1.165	4.59E-23	3.00E-04	A2M,ABCE1,ACADM,ACO1,ACSL3,ACTB,ACTR3,ADAM10,ADAR,AGO2,AK1,AKR1B1,AKT2,ALB,ALDOA,ALOX5,APOA1,APOE,ARHGAP1,ARPC1B,ARPC5L,ASNS,ASPH,ASS1,ATG9A,BAG1,BCAS3,BCAT1,BCOR,BID,BUB1B,BZW2,C3,C4A/C4B,CA2,CAPG,CARS1,CASP1,CASP4,CAST,CD14,CD151,CD46,CD63,CD70,CD74,CDC42,CDKN2C,CEBPZ,CHD3,CKAP4,CLCN7,CLGN,COL1A2,COL3A1,COL9A2,COX4I1,COX5A,CP,CPT1A,CPT2,CSTA,CTCF,DDX21,DEGS1,DNAJC10,DNAJC3,DNM1,DNM1L,DR1,DTYMK,ECM1,EDEM1,EED,EEF1A2,EFEMP1,EIF2B1,EIF4A2,EIF4E,EIF4G1,ENO1,ENO3,ERLEC1,ERP29,EZH2,FABP5,FAM3C,FBL,FBLN1,FBP1,FBXO22,FDPS,FDXR,FHL1,FKBP3,FKBP4,FKBP5,FN1,FSCN1,FUBP1,GART,GBP1,GBP2,GBP4,GDF15,GDI1,GLUL,GNL3,GNS,GSK3A,GSK3B,GSPT1,GSR,GSS,H1-10,H2AX,H2BC12,HMGB1,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPD,HNRNPH1,HSP90AB1,HSPA1A/HSPA1B,HSPA8,HSPD1,HSPE1,HSPH1,HTT,HYOU1,IDH1,IDH2,IDI1,IFI35,IGF2,IGFBP2,IGFBP3,IL1RAP,IQGAP2,IRAG2,IREB2,IRF5,ISCU,ITGB2,ITPR1,KAT2B,KIFC1,KRT10,KYNU,LAMP1,LAP3,LBR,LCP2,LDHA,LEMD3,LGALS1,LGALS3,LIMS1,LMAN1,LMNA,LPL,LRIF1,LSM2,LTF,LUM,MAD1L1,MAPK1,MBD2,MBOAT7,ME1,ME2,MECP2,METAP2,METTL7A,MIF,MKI67,MMP2,MSN,MST1,MTA2,MTHFD2,MX2,MYD88,NAE1,NAP1L1,NASP,NCAM1,NCEH1,NDRG1,NDUFB8,NEU1,NIBAN1,NIFK,NME1,NMI,NNT,NOLC1,NOP56,NPC1,NQO1,NUCKS1,NUDCD2,NUP153,P2RX4,P4HA1,PARP12,PDCD6IP,PDHX,PDIA3,PDIA5,PEA15,PELP1,PFKP,PGK1,PGLS,PHGDH,PIK3CD,PIP4P1,PKM,PLG,POSTN,PPAT,PPIA,PPM1A,PPP1CA,PPP2CA,PPP3CA,PPP4C,PPP4R2,PREP,PRKAR1A,PSAT1,PSIP1,PSMB3,PSMB5,PSMB9,PSME2,PTPN11,PTPN2,PTPN6,PXN,RAD23A,RALY,RANBP1,RANGAP1,RASA1,RBL2,RBP4,RHOA,RPA1,RSAD2,S100A4,S100A8,S100A9,SAE1,SAMD9,SAR1A,SDHB,SEL1L,SERPINB1,SERPINF1,SHC1,SLC9A3R1,SMC1A,SON,SP1,SP100,SPC25,SPR,SPRY2,SREBF2,SRSF1,SSBP1,ST13,STAT1,STAT3,STAT6,STIP1,STMN1,STOM,SUMO1,SUMO2,SUMO3,SUN2,SYK,TACC1,TAGLN2,TAP1,TDO2,TFB2M,TGM2,TK1,TMED10,TOP2A,TOP2B,TPM1,TPX2,TRADD,TRAF1,TREM2,TRIM21,TUBB,TUBB2A,TXN,UBA2,UBE2I,UBE2L6,UGP2,UQCRC1,UQCRC2,UQCRQ,UTP18,VCL,VIM,VPS26A,VPS35,WARS1,WAS,WIPF1,WRN,YWHAH,ZEB2,ZNF318,ZYX	325 (60)	58
PRL	 	cytokine	AKT1,Ap1,ATF2,CASP8,CCND1,CD247,CD3E,CDK1,CEBPA,CEBPB,CHEK1,Creb,CTNNB1,DUSP1,EGFR,EGR1,ELK1,ERBB2,ERK,ERK1/2,ESR1,estrogen receptor,GLI1,HDAC6,HIF1A,HSF1,IGF1R,INSR,IRF1,ITGB4,JAK2,JUN,LIN28A,MAP2K1,MAP2K1/2,Mapk,MAPK1,MAPK3,MAPK8,MAPK9,MED1,MMP2,MTOR,MYC,NCOA3,NFAT (complex),NFkB (complex),NOS2,NOTCH1,P38 MAPK,PARP1,PGR,PI3K (family),PRKAA,PRKCD,PRL,PTPN6,PXN,RAC1,RARA,RAS,RB1,RELA,RHOA,RPS6KB1,RUNX2,RXRA,SHC1,SMAD3,SP1,STAT1,STAT3,STAT5a/b,TP53,TP63,TP73,ZAP70	3	Inhibited	-3.980	2.58E-22	2.30E-03	A2M,ACO1,ACSL3,ADAM10,ADAR,ADGRE2,ADK,AFP,AGO2,AIF1,AK1,AKR1B1,AKT1,ALDOA,ALOX5,APOB,APOBEC3G,APOC3,APOE,ARHGAP1,ARHGDIB,ARPC1B,ARPC5,ARPC5L,ARRB1,ASNS,ASS1,ATG7,ATG9A,ATP2A2,ATXN10,B3GALT6,BAG1,BAX,BCAS3,BCAT1,BCLAF1,BCOR,BID,BPNT2,BST2,BUB1B,BZW2,C11orf58,C1QTNF3,C3,C4A/C4B,CA2,CAPG,CAPN2,CARS1,CASP1,CASP4,CASP8,CAST,CBS/CBSL,CD14,CD151,CD46,CDC37,CDK1,CDK6,CDKN2C,CEBPA,CHD3,CHD7,CKAP4,CNTRL,COL1A1,COL3A1,COL6A3,COL9A2,COX4I1,COX5A,CP,CPT2,CSE1L,CSTA,CTPS1,DEGS1,DHX58,DNM1,DPYSL2,DR1,DTYMK,ECM1,EDF1,EED,EEF1A2,EEF1B2,EFHD2,EGLN1,EHD1,EIF1AX,EIF2B1,EIF4A2,EIF4E,EIF4G1,EIF5,ELOB,ELOC,ENDOD1,ERBIN,ERP29,EZR,FABP5,FAM3C,FBL,FBLN1,FBXO22,FCER1G,FDPS,FDXR,FEN1,FHL1,FKBP3,FKBP4,FLI1,FSCN1,FUBP1,FUS,G3BP1,G6PD,GALNT2,GAPDH,GBP2,GBP4,GCLC,GCLM,GDF15,GLO1,GLUL,GNL3,GOT1,GPA33,GPX4,GSK3A,GSK3B,GSPT1,GSR,GSTM3,GSTP1,H1-0,H1-10,H2AX,H2BC12,HGSNAT,HINT1,HMGB1,HMGB2,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPD,HNRNPF,HNRNPH1,HSP90AB1,HSPA1A/HSPA1B,HSPA4,HSPA8,HSPD1,HSPE1,HTT,HYOU1,IDH2,IDI1,IFI35,IGF2,IGFBP2,IGFBP3,IGLL1/IGLL5,IL1RAP,IL1RN,IPO7,IQGAP3,IRAG2,IREB2,IRF8,ISCU,ITGB2,ITIH2,ITPR1,JAK1,JUN,KAT2B,KIFC1,KRT10,KYNU,LAMB1,LAMP1,LAP3,LASP1,LBR,LCP2,LIG3,LIMS1,LMNA,LPL,LRIF1,LSM2,LTF,LUM,MAD1L1,MAPK1,MARCKS,MAT2A,MATK,MBD2,MBOAT7,ME1,ME2,MECP2,METAP2,MIF,MKI67,MKNK1,MRPS11,MSI2,MSN,MST1,MTA2,MTHFD2,MX2,NAE1,NAMPT,NASP,NAT1,NDRG1,NDUFB8,NFKB1,NIBAN2,NIFK,NME1,NMI,NOLC1,NOP2,NOP56,NOTCH1,NPC1,NPEPL1,NQO1,NRGN,NUCKS1,NUDCD2,NUP153,NVL,OGFRL1,P2RX4,PAICS,PARP12,PCYT1A,PDHX,PDIA3,PDLIM1,PDLIM7,PELP1,PFDN1,PFKP,PGK1,PGLS,PHGDH,PIK3CD,PIN1,PKM,PLCG2,POLDIP2,POLR2A,POSTN,PPAT,PPIA,PPIF,PPM1A,PPP1CA,PPP1R3D,PPP2CA,PPP2R1A,PPP3CA,PPP3CB,PPP4C,PPP4R2,PREP,PREX1,PRKAR1A,PRMT1,PRPS1,PSIP1,PSMB3,PSMB5,PSME2,PTPN11,PTPN2,PTPN6,PTPRE,PXN,QSOX1,RABGAP1L,RAD23A,RALY,RANBP1,RANGAP1,RASA1,RBL2,RHOA,RHOC,RPA1,RPL10,RPS6KA1,RPS6KA3,RSAD2,S100A4,S100A6,S100A9,SAE1,SAMD9,SAMHD1,SAR1A,SDHB,SEL1L,SERPINB1,SERPINB8,SERPINF1,SET,SFXN3,SHC1,SIRT6,SLC9A3R1,SMAP2,SMC1A,SON,SP1,SP100,SPR,SPRY2,SREBF2,SRM,SRSF1,SSBP1,ST13,STAT6,STIP1,STK4,STMN1,STOM,STT3B,SUMO1,SUMO2,SUMO3,SUN1,SUN2,SYK,TACC1,TAGLN2,TALDO1,TAPBP,TDO2,TFAM,TGFBI,TGM2,THBD,THBS1,TIMP2,TK1,TKT,TLN1,TMED9,TMSB10/TMSB4X,TMX3,TOP1,TOP2B,TPI1,TPM1,TPX2,TRADD,TRAF1,TREM2,TTC13,TUBA1C,TUBB,TUBB2A,TXN,TYMP,UBA2,UBE2I,UBE2L6,UGDH,UGP2,UQCRC2,UQCRQ,UTP18,VASP,VCL,VIM,VMP1,WARS1,WAS,WRN,XPC,XPO1,YLPM1,YWHAH,ZDHHC3,ZEB2,ZNF318,ZYX	404 (77)	74
Mek	 	group	Akt,ATM,AXL,CCAR2,CCND1,CCNE1,CDKN1B,CEBPA,CEBPB,CHEK2,CREB1,CTNNB1,DUSP1,EGFR,ELAVL1,ELK1,ERK,ERK1/2,ERN1,estrogen receptor,EZH2,FOS,FOSL1,GLI1,H2AX,HMGA1,HSF1,IGF1R,IRF3,ITGB4,JAK2,JUN,KDR,KRAS,LMNA,LRP6,Mapk,MAPK9,MED1,Mek,MTORC1,MYC,NCL,Notch,NOTCH1,NR3C1,NR4A1,P38 MAPK,PDGFRA,PDGFRB,PGR,PLK1,PPARG,PRKAA,PRKAA1,PRKDC,RB1,RHOA,RUNX2,RXRA,SHC1,SMAD2,SMAD3,SNAI1,SREBF1,STAT1,STAT5a/b,TCF7L2,TP53,TP73,YAP1	3	 	-0.318	7.93E-22	4.00E-04	A2M,ABCE1,ACO1,ACSL3,ACTB,ADGRE2,ADH5,ADK,AK1,AKR1B1,AKT1,AKT2,ALDOA,ALOX5,APOB,APOBEC3G,APOC3,ARF4,ARPC1B,ARPC5,ARRB1,ASPH,ATG7,BAG1,BAX,BCAT1,BCLAF1,BCOR,BID,BST2,BUB1B,BZW2,C11orf58,C1QTNF3,C3,C4A/C4B,CA2,CAP2,CAPG,CAPN2,CASP1,CASP8,CBR1,CD151,CD70,CDC42,CDK6,CDKN2C,CEBPA,CEBPZ,CFI,CHD3,CKAP4,CNDP2,CNN3,CNTRL,COL1A1,COL1A2,COL3A1,COL9A2,COX5A,CPT2,CSRP1,CTPS1,CYP51A1,DAB2,DDX21,DEGS1,DNAJC10,DNM1,DPYSL2,DR1,DTYMK,ECM1,EDEM1,EDF1,EEF1A1,EEF1A2,EEF1B2,EFHD2,EGR2,EHD1,EIF1AX,EIF2B1,EIF4A2,EIF4E,EIF4G1,EIF5,ELOB,ELOC,ENDOD1,ENO1,ENO3,ERBIN,ERLEC1,EZH2,EZR,FAM3C,FBL,FBLN1,FBP1,FBXO22,FDXR,FEN1,FHL1,FKBP3,FKBP4,FLI1,FUBP1,G3BP1,G6PD,GALNT2,GAPDH,GART,GBP1,GBP2,GBP4,GLUL,GNL3,GOT1,GPA33,GPX4,GSK3A,GSK3B,GSR,GSS,GSTM3,GSTP1,H1-0,H1-10,HMGB1,HMGB2,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPH1,HSP90AB1,HSPA1A/HSPA1B,HSPA4,HSPA8,HSPB1,HSPD1,HSPE1,HTT,HYOU1,IDH2,IDI1,IFI35,IGFBP2,IGLL1/IGLL5,IL1B,IL1RN,ILK,IPO7,IQGAP2,IQGAP3,IRAG2,IREB2,IRF5,IRF8,ISCU,ITGB2,ITIH2,JMJD6,JUN,KIFC1,KRT10,LAMP1,LASP1,LBR,LCP2,LDHA,LGALS1,LGALS3,LMNB1,LPL,LRIF1,LSM2,LTF,LUM,MAD1L1,MAP2K2,MAPK1,MAPK7,MARCKS,MAT2A,MATK,MBOAT7,ME1,ME2,METAP2,METTL7A,MIF,MKI67,MKNK1,MMP2,MSI2,MSN,MST1,MTA2,MTHFD2,MVD,MX2,MYD88,NAMPT,NASP,NDUFB8,NFKB1,NIBAN1,NIBAN2,NIFK,NME1,NOLC1,NOP2,NOP56,NOTCH1,NPC1,NPEPL1,NRGN,NUP153,OGFRL1,P2RX4,PCYT1A,PDCD4,PDHX,PDIA3,PDLIM1,PEA15,PEBP1,PFKP,PHGDH,PIN1,PKM,PLG,POSTN,PPAT,PPCS,PPIA,PPIF,PPM1A,PPP1CA,PPP2CA,PPP3CA,PPP3CB,PPP4C,PPP4R2,PREP,PRKACB,PRKAR1A,PRMT1,PSMB3,PSMB9,PTPN11,PTPN6,PTPRE,QSOX1,RABGAP1L,RALY,RANBP1,RANGAP1,RASA1,RBL2,RBP4,RHOA,RHOC,RNASET2,RPL10,RPL27A,RPS6KA1,RPS6KA3,RSAD2,S100A11,S100A6,S100A8,SAE1,SDHA,SDHB,SEC24D,SEL1L,SERPINB1,SERPINB8,SERPINB9,SERPINF1,SET,SFXN3,SHBG,SHC1,SLC9A3R1,SMC1A,SOD1,SON,SP100,SPR,SPRY2,SRM,SRSF1,SSBP1,ST13,STAT1,STAT6,STK4,STMN1,STOM,SUMO1,SUMO2,SUMO3,SUN2,SYK,TAGLN2,TALDO1,TAP1,TAPBP,TFAM,TFB2M,TGM2,THBD,TIMP2,TLN1,TMED10,TMPO,TMSB10/TMSB4X,TOP1,TOP2B,TPI1,TPM1,TPX2,TRADD,TRAF1,TREM2,TRIM21,TTC13,TUBA1C,TUBB,TUBB2A,TUFM,TYMP,UBA2,UBE2I,UGP2,UQCRC2,UQCRQ,VASP,VCL,VIM,VMP1,VPS29,WARS1,WRN,XPC,XPO1,YLPM1,YWHAH,YY1,ZDHHC3,ZEB2,ZYX	356 (71)	66
IQGAP1	-0.803	other	AHR,AKT1,Ap1,ATF2,CASP9,CCND1,CCNE1,CD247,CEBPA,CEBPB,Creb,CTNNB1,DUSP1,EGFR,EGR1,ELK1,ERBB2,ERBB3,ERK,ERK1/2,ESR1,ESR2,FOXO1,GSK3B,HDAC6,HIF1A,HSF1,IKBKB,IQGAP1,ITGB4,JUN,LCK,LIN28A,MAP2K1/2,MAPK1,MAPK14,MED1,MMP14,MMP2,MTOR,NCOA3,NFAT5,NOS2,Notch,NR3C1,P38 MAPK,PARP1,PGR,Pkc(s),PPARG,PRKAA,PRKCD,RAC1,RELA,RHOA,RHOC,ROCK,RPS6KB1,RUNX2,SHC1,SMAD3,SP1,SRC (family),STAT3,TP53,YAP1	3	Inhibited	-2.415	2.52E-21	3.00E-04	A2M,ACO1,ACSL3,ACTB,ADAM10,ADAR,AGO2,AK1,AKR1B1,AKT1,AKT2,ALDOA,ALOX5,APOB,APOBEC3G,APOE,ARHGAP1,ARHGDIB,ARPC1B,ARPC5L,ARRB1,ASNS,ASS1,ATP2A2,ATXN10,B3GALT6,BCAS3,BCLAF1,BPNT2,BST2,BUB1B,C11orf58,C3,CA2,CAPN2,CARS1,CASP4,CASP8,CBR1,CBS/CBSL,CDC37,CDC42,CDK1,CDK6,CDKN2C,CHD3,CHD7,CKAP4,COL1A1,COL3A1,COL6A3,COX4I1,CP,CPT1A,CPT2,DAB2,DDX21,DNAJC3,DNM1,DPYSL2,DR1,DTYMK,ECM1,EDF1,EED,EEF1A2,EEF1B2,EGLN1,EGR2,EHD1,EIF1AX,EIF2B1,EIF4A2,EIF4E,EIF4G1,EIF5,ENO1,ERBIN,ERP29,EZR,FAM3C,FBLN1,FBXO22,FCER1G,FDXR,FEN1,FHL1,FKBP3,FKBP4,FKBP5,FLI1,FSCN1,FUBP1,FUS,G3BP1,GAPDH,GCLC,GCLM,GDF15,GLO1,GLUL,GNL3,GOT1,GPX4,GSK3A,GSK3B,GSPT1,GSTM3,GSTP1,H1-10,H2AX,H2BC12,HGSNAT,HINT1,HMGB1,HMGB2,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPD,HNRNPF,HNRNPH1,HSP90AA1,HSP90AB1,HSPA1A/HSPA1B,HSPA4,HSPA8,HSPE1,HTT,HYOU1,IFI35,IGF2,IGFBP3,IGLL1/IGLL5,IL1B,IPO7,IREB2,IRF5,IRF8,ISCU,ITIH2,ITPR1,JAK1,JUN,KAT2B,KDSR,KIFC1,KRT10,LAMB1,LAMP1,LAP3,LASP1,LEMD3,LGALS1,LGALS3,LIG3,LIMS1,LRIF1,LSM2,LTF,LUM,MAP2K2,MAPK1,MAPK7,MARCKS,MATK,MBD2,MBOAT7,ME1,ME2,MECP2,METTL7A,MIF,MKI67,MKNK1,MMP2,MRPS11,MST1,MTA2,MTHFD2,MX2,MYD88,NAE1,NASP,NAT1,NCAM1,NDRG1,NDUFB8,NIBAN2,NME1,NMI,NNT,NOLC1,NOP16,NOP2,NQO1,NUCKS1,NUDCD2,NUDT1,NUP153,NVL,P2RX4,PAICS,PARP12,PCYT1A,PDCD4,PDHX,PDLIM1,PDLIM7,PELP1,PFDN1,PGLS,PHGDH,PIK3CD,PKM,PLCG2,POLDIP2,POLR2A,POSTN,PPAT,PPIA,PPIF,PPM1A,PPP1CA,PPP1R3D,PPP2CA,PPP2R1A,PPP3CB,PPP4C,PPP4R2,PRKAR1A,PRMT1,PRPS1,PSIP1,PSMB3,PSMB5,PSME2,PTPN11,PTPN2,PTPN6,PTPRE,RABGAP1L,RAD23A,RALY,RANBP1,RANGAP1,RASA1,RBP4,RHOA,RHOC,RPA1,RPL10,RPL27A,RSAD2,S100A11,S100A4,S100A9,SAMD9,SDHB,SEL1L,SERPINB1,SERPINB8,SERPINB9,SERPINF1,SH3GLB1,SHBG,SHC1,SIRT6,SLC9A3R1,SMAP2,SMC1A,SON,SP100,SPC25,SPR,SPRY2,SREBF2,SRSF1,SSBP1,ST13,STAT3,STAT6,STIP1,STK4,STMN1,STOM,STT3B,SUN1,SUN2,SYK,TACC1,TAGLN2,TALDO1,TAP1,TAPBP,TFAM,TGFBI,TGM2,TK1,TKT,TLN1,TMED9,TMSB10/TMSB4X,TMX3,TOP1,TOP2B,TPI1,TPX2,TRADD,TRIM21,TUBA1C,TUBB2A,TUFM,TXN,TYMP,UBE2I,UBE2L6,UGDH,UGP2,UQCRC2,UTP18,VASP,VCL,WAS,WIPF1,XPC,XPO1,YLPM1,YWHAH,ZEB2,ZNF318,ZYX	332 (66)	65
