,Uninfected_24hr_STAT,Uninfected_24hr_LOG2FC,Uninfected_24hr_PVAL,Uninfected_24hr_ADJPVAL
Q92542,-1.4963356068169154,0.3624543929357653,0.27021960934700584,0.35422746775947966
Q9HAF1,1.7710031292425528,-0.43011867989626396,0.21824387523456687,0.3026644421528647
O43148,25.554048830362337,-1.0979066020489352,0.00019679847413797797,0.0035776898043286902
Q9Y679,-5.3036548998449256,0.6740045969503132,0.020677219862770126,0.0662467759021746
O75592,-5.897236919452818,0.3982205084289383,0.0012431847700997887,0.012662855139940636
P25705,-4.638834956457078,0.23600875993201953,0.036823629074423006,0.09241399923135316
O94885,3.6846354450743335,-0.9724118857342869,0.059537222100340376,0.12287289823531007
Q15020,3.059924246403304,-0.44060744900244764,0.08291227532291864,0.1528246795945758
A0A024R571,-7.31395148149236,1.4716807986504445,0.018177907660973165,0.061990517793114444
E7EVA0,4.516685512947113,-0.8827842329243936,0.04441760357540811,0.10307933880829837
J3KPM9,-33.89850481954732,2.0460544268361325,1.915807143836335e-07,1.8139210366414027e-05
Q8IUR7,-6.133085875979149,0.7756933482092752,0.019260113983474107,0.06383264507172086
P18206,2.7035280652425415,-0.4067553423568846,0.04190749607126173,0.09970293983928884
O43242,-4.969402266523862,0.6606494107694107,0.036740933226443326,0.09231768867392214
Q9Y5J6,17.58765657912985,-2.2715126553383715,0.0003602657520796536,0.005360239725585133
P31948,59.38911952647745,-2.117312514464328,0.00026838309566699946,0.004490297094573172
P19823,-14.50685173978336,0.9226043195596478,4.1350835952715506e-07,3.076206831768085e-05
P31946,10.497277932965059,-1.5412157458952525,0.00739618424569786,0.037853198485967174
Q86Y22,1.5978890778858978,-0.3969018166565581,0.21741513063679171,0.3025221891225365
P48637,6.322344503551628,-0.4135350653149459,0.0011782809299667478,0.01229120879496653
Q8NFH4,-2.3554425209959176,0.5805193053561322,0.1138032135275296,0.1872368441383306
Q9H061,-2.620557054520211,0.4481154164017038,0.04068732602425678,0.09788415280341438
Q15555,4.152847534808629,-0.6622082006692498,0.052832247527037794,0.1146349704154372
Q9P0M6,1.5511482283840294,-0.10228634433228834,0.24549563135112518,0.3305542340687742
Q5VYS8,-5.117417138899806,0.5567866616148951,0.03427670707764017,0.0893122636794058
Q5TDH0,2.1353080879341104,-0.4808539963013594,0.10751496699682804,0.18038959021698978
Q14914,0.6106552653620888,-0.15774845069410937,0.6008272598244112,0.6710580065491949
O94927,-3.19614277813946,0.3067594952569621,0.01322780572526176,0.05268359335701768
Q9HBM1,1.7424421290556458,-0.4929252253180927,0.2179638647709978,0.3025441882462104
Q5TFE4,3.1900952241424827,-0.707286670637842,0.08579575633242069,0.1562855797467707
Q15397,-12.013755520411287,0.2480540373195943,0.003814600124612811,0.02567305996629559
B8ZZN6,4.422821404944468,-1.581770835535501,0.046573903363909736,0.10663657731690868
D6RFN0,1.4987998105440956,-0.17482057466463452,0.2618773803634514,0.34667339262603697
E9PCX5,-19.427833297869388,0.8247501805583095,0.0008974609139210701,0.010385617131653271
P21283,0.5705290677871772,-0.05366880879776481,0.6102534317377426,0.6794002663333607
Q68EM7,-2.4436455062726106,0.25753133684395735,0.0645625655672237,0.12936147766275585
Q8NBJ5,-14.558573808964562,0.6783575068081884,9.061808371131453e-07,5.898670886583381e-05
Q9H0E2,10.398362410826689,-0.5069031593474538,0.006549483334803055,0.03502586337970415
Q96IU4,0.13486285295174025,-0.028093723717514507,0.9043562627478547,0.924656199025279
H0YNJ6,1.1835816591119024,-0.24303647660657646,0.3367424402817734,0.42242366944109244
Q8WWI5,0.2584600712793265,-0.037309437932664835,0.8201207401420632,0.8549579804871963
Q92508,-4.2274427822809315,0.8467225861153764,0.018325978804440844,0.06213303194998319
Q07812,6.135730187032398,-1.1810859590964071,0.0017472388098714875,0.015872148043198708
Q9UJ41,-0.5148132586641115,0.2419045732591485,0.6285297257822655,0.6943865037685523
P11908,0.2560924671684114,-0.0384774648888051,0.8202753355754497,0.8549579804871963
O96000,-0.981654166413741,0.11623799782388744,0.4173338636359642,0.5036537879221978
P13498,-1.6976856587731142,0.2317842216429451,0.2078702395882712,0.29255918284779303
O00571,-13.339639162092459,0.39446074214798266,0.0007699977014186039,0.009547054833660428
H0Y8X4,2.5777961093448933,-1.1636755295672945,0.11837357082695646,0.19203438320292082
Q15418,-3.6765339974877094,0.18710363675351438,0.014753099704643514,0.055621188569723874
Q15629,0.11553557668574596,-0.036647488749583346,0.9135920072989654,0.9303408219035663
P48739,-1.6352122773461542,0.3890694835192523,0.24205828077745273,0.3266649814444017
Q86TX2,-4.689008518503706,0.25187705198866084,0.04039106311966645,0.09765405383734435
Q32P44,2.381184408400665,-0.3435883061944818,0.10255238326893046,0.17588852560657237
Q00535,0.36047260279914595,-0.07314412235711742,0.7439676696152756,0.791059038187146
O14734,-0.3488468045472447,0.054806922076346964,0.7365868881373434,0.7842118517710638
Q5SSJ5,3.360188713231337,-0.21612619881092066,0.07146734006064656,0.13790316752786178
Q5C9Z4,1.092712005320191,-0.10581876749528618,0.310158966023867,0.3958707881297273
Q9UGP4,6.28893376979403,-0.8922781409466687,0.021300424236617908,0.06722542982556833
P40763,-3.4599263644009293,0.4363537502161474,0.059302105659410576,0.12266761279895952
F8W7C6,0.4547635072787325,-0.03286631609586799,0.6848134694872736,0.7427578531330336
P31749,0.4890983571911784,-0.12428106307575248,0.6731150957825123,0.7333152429471617
Q13574,0.9668018613388448,-0.15611579725200286,0.42602634669486983,0.5110353470575375
P62834,-4.3117362046270875,0.5949406776924828,0.049164863367939626,0.10979823413395534
Q12768,-7.508665672214934,0.50871050830016,0.00111745751775458,0.01187583678307546
Q14008,-0.9181025031517818,0.054934107531433796,0.4506834480291101,0.5341528433824388
Q8N3C0,-0.12434555344800034,0.04480558838852744,0.9088395201672228,0.9268605730762913
Q6ZNB6,0.3294585101503442,-0.06818528076171404,0.7568409528869529,0.8012253211025545
P00973,-11.868987292464784,2.2690931711817086,3.891157277080113e-05,0.0011479129585971544
X6R2S6,-4.870052104742315,0.7296148417850059,0.016859211072840517,0.059876788857164194
P00918,-0.07096916713227984,0.018180825578379967,0.9498740606651453,0.9595478508077099
P40939,-9.887822662058632,0.2804864609081772,1.0039827441845456e-05,0.00039458416153517143
Q7Z3U7,-2.020546561880314,0.41581111276965466,0.12492123583156893,0.19960892103310357
P82933,-2.370056412317934,0.3063198932493023,0.11279362130174887,0.18645275087186042
P62847,0.4780486808031413,-0.11299573103609717,0.6584374801267135,0.7211222450354705
Q8NBU5,-5.192129417040214,0.4360927286694505,0.0011097524345405276,0.011824114174669663
Q99615,-0.3729023202665042,0.04572256627729132,0.7201622152130247,0.7710603414488463
P57740,-5.118112805694141,0.7813925860533661,0.03558370344406852,0.09111352707313426
Q9H6R4,-1.0723183813836399,0.0594325410949228,0.3679249071032776,0.45334964891814683
Q6YHU6,-5.7181948498053385,0.49352866333096657,0.01571027118031515,0.057586578713565637
Q0VD83,9.148826666506093,-1.124782782111037,1.3776202002787507e-05,0.0004990578916835892
Q99627,9.089438152345865,-0.7663640698469969,1.0303971296511451e-05,0.000401180788983801
Q99714,-4.194610400142965,0.3864458997082778,0.017519948544283404,0.060783196257151666
J3KNI1,-4.574678154806852,1.0002918739082762,0.029207405707294718,0.08155365427385375
Q9NP92,-2.8902001685520506,0.37989177764221793,0.06384526264498384,0.12830649502122657
Q9UNN5,8.858196265221011,-0.5267006457937136,0.007703096250801644,0.03857103242889381
Q14151,3.188390199822915,-0.33230972412029125,0.03668581902502424,0.09227469420489945
P49593,8.4885535261514,-0.4410129187431,0.0022254614125813126,0.018468669810385953
Q7L1Q6,-4.937563861819213,0.6422755418492514,0.03239889652050258,0.08655604233046593
Q5H9U9,-14.828515026748894,1.6153437366252064,3.536432799107765e-07,2.8689110739619622e-05
A0A0C4DG89,10.357387582957504,-0.3003192940345869,0.009086539403692095,0.042533172085147494
Q969S8,-0.3643605446784871,0.05435178590611578,0.7328850480607623,0.7810440315573882
Q9H3H5,-3.752788637015086,1.1494842196652986,0.006356812999540969,0.0346065897331506
P24666,22.4103993376896,-2.124198579402327,0.0016801252825839816,0.015383300938999709
P45880,-2.481689603689764,0.19264865655533292,0.039919918046694085,0.096802315822193
Q8IXK0,0.5364825659730711,-0.07956737854155627,0.6206191797195153,0.6881819277911899
Q7Z7E8,-2.5052769264383286,0.7897913350805279,0.0472499773842976,0.10767730032762286
Q9Y5A9,1.2442945895518753,-0.2382511744857485,0.30975638911855513,0.3955260978572672
Q9NSD9,-0.14047398406581407,0.016542502208757526,0.8984237940788895,0.9202934659780314
Q5F1R6,3.338162711281735,-2.012092986844819,0.07867238020498264,0.14736626633512237
Q8N108,4.845355575522471,-1.1193472064926002,0.03971651610977621,0.09667909372985353
O95801,19.969927682868274,-0.8056102523573649,0.0022413394359338244,0.018526627162897446
Q9BY44,-1.0322701485672015,0.13087552514166312,0.4019954680350401,0.48797002326164834
Q9UJX2,-0.12906299302514024,0.05748665539216802,0.9090716025639567,0.9268703613023602
P36405,0.14046175067747935,-0.04998431760045641,0.9005993835095676,0.9218420225309235
P42167,6.050565447843848,-0.9341797136836849,0.014814067747715865,0.055624873250502804
Q96HW7,-2.1919035757545804,0.39034599098570055,0.06190823197794684,0.1259867403815664
Q9UNM6,-2.4576860416342496,0.4312911481285848,0.11347329703409981,0.1870411016189364
Q14166,2.920543331191456,-0.22634435649722207,0.07575626078791002,0.14345481020110598
Q9Y5J1,3.458505311849687,-0.6999083840491398,0.050813222271693964,0.11224172003386906
P50452,0.6622702709372194,-0.18707548757679682,0.5706018766399431,0.6450820673221175
Q02880,0.7894060469538158,-0.028536903925008517,0.4547145816948791,0.5375541848299847
Q5JTH9,1.774031794426618,-0.07137373204166053,0.11008657613182855,0.1834482704660791
Q9H0R4,5.617621761131942,-0.4771047090817149,0.02958646845229929,0.08206943090840846
P41227,5.2814956343907,-0.6672705064933151,0.026805022747300903,0.07696052706082396
P16930,0.8436127222554508,-0.17845893671471202,0.46008373715885076,0.5429770110492272
P32942,2.4657074047465253,-1.1107202547183537,0.12359261196752598,0.19803339286796665
P22059,-0.5827242642975835,0.11310342128426143,0.6117137453136113,0.6801172839542313
P30837,-2.6262011592605097,0.35782851842797037,0.08341477209699945,0.15335654923040587
P18084,-5.1836930491894435,0.6571489383723872,0.028610408027593768,0.08053365924801419
