,Uninfected_1hr_STAT,Uninfected_1hr_LOG2FC,Uninfected_1hr_PVAL,Uninfected_1hr_ADJPVAL
Q92542,0.5848487859387379,-0.1854302586605936,0.603801239603434,0.8109077898735997
Q9HAF1,-0.33497970101096636,0.07614340050638191,0.7604186959600863,0.8945956450361853
O43148,0.8648179149434455,-0.08278978643636314,0.4654577712523483,0.7294803011326444
Q9Y679,0.2506988583530812,-0.052084677905547494,0.8145896575636637,0.9186105751420713
O75592,0.33405327509506966,-0.03612008330930472,0.7580507306766189,0.8941710721887381
P25705,1.044151773652403,-0.09597932642183515,0.3590403507528233,0.658894037407317
O94885,0.620961566945925,-0.15238297727015748,0.5713204275833872,0.7894418913529517
Q15020,1.5496150709906853,-0.21713787189782607,0.2333521353511883,0.5596719672573991
A0A024R571,1.598307584194358,-0.7288041423405645,0.24041466887062224,0.5642671558674247
E7EVA0,2.990552653525194,-0.5448602420746553,0.07929722960436034,0.42886691106218816
J3KPM9,1.8563601700710624,-0.3609669212636408,0.1443128337808248,0.48891820082361925
Q8IUR7,1.4957693162348873,-0.2955354508348922,0.23821309404584262,0.562582624600329
P18206,1.455976199894375,-0.21199667989224125,0.21981224002370636,0.5490034723853482
O43242,1.3930538517796092,-0.262317405827293,0.28716912854191784,0.608927422881389
Q9Y5J6,-0.16080641462214101,0.018568651399105462,0.8818492543028409,0.9432051331002915
P31948,7.011480263964038,-0.3595917987462194,0.007600082031214373,0.27297979161054653
P19823,-0.46039082004315046,0.052852211720280096,0.6767941147491948,0.8472128251337576
P31946,4.458325840337046,-0.5108149846407279,0.026497073248539713,0.33404316609113616
Q86Y22,-2.5835700419693515,0.8371531807234476,0.08191566755739842,0.4299170489056767
P48637,3.107127269003096,-0.3750118439321817,0.05946988000567981,0.39824734518218485
Q8NFH4,0.8828838635124739,-0.39316528420128627,0.42735275913637494,0.7048405755227714
Q9H061,-0.19791281040953768,0.028648928127950057,0.8612751253290589,0.9351347874133046
Q15555,3.767744973854766,-0.610628326300203,0.051710707602895596,0.3827036764779794
Q9P0M6,1.920338563337767,-0.23222817763494952,0.1381530375561131,0.4836517264359388
Q5VYS8,0.3498775151099824,-0.05810381768116102,0.7457209668643703,0.8883824844029072
Q5TDH0,2.550807967791365,-0.7231916508600289,0.0636541054143202,0.4017787158486081
Q14914,1.6400342658496863,-0.6279254293389247,0.17950085545299949,0.5139522775375917
O94927,-1.8561298492018563,0.2045944150484722,0.19355949737865458,0.5255215736552199
Q9HBM1,2.296228970696768,-0.6965855915169534,0.14102255048925652,0.4851362058945027
Q5TFE4,3.1018131559371724,-0.7123762258155732,0.07641973464510732,0.4262687987586311
Q15397,1.8582208806474574,-0.25697388474258,0.19698414337890635,0.5291011871802217
B8ZZN6,-0.8187214663461907,0.23448079021939172,0.45895432849510215,0.7250677787298428
D6RFN0,1.7576308314014315,-0.24987715558707002,0.16241004262234093,0.5052114658000749
E9PCX5,2.2242257073465304,-0.28303470145821485,0.11125018671833752,0.45171696633535213
P21283,2.498910907025167,-0.25053259088983104,0.09583939335211697,0.4435338550683344
Q68EM7,3.210078249490501,-0.4711134843264393,0.0329754393414813,0.3486561107424364
Q8NBJ5,-2.2406099825250894,0.0954973353668791,0.10452583048590011,0.44837252413157164
Q9H0E2,11.392045544854561,-0.6101058239692687,0.0022863397441291624,0.23356254980226576
Q96IU4,3.364400461548159,-1.0146027724300684,0.055457410823630246,0.39112210281498433
H0YNJ6,1.5185457728120941,-0.3088381760208936,0.2567569557631983,0.5760094117983221
Q8WWI5,-1.5434290488413032,0.3956899926881494,0.21720825477699807,0.5474364548912556
Q92508,0.14088702568334643,-0.03500134423094181,0.8992472419454594,0.951311328071301
Q07812,2.5464061584290802,-0.39473065932283546,0.06451870445588263,0.40410655633154713
Q9UJ41,-1.1168298758129835,0.7098430577057844,0.3431670342595132,0.6466483724880491
P11908,2.3573901665238286,-0.48070421514985995,0.08873703583981844,0.43534301860902963
O96000,0.8913450321653928,-0.13155412703599367,0.4312336744103371,0.7076447022468503
P13498,0.3717130108050678,-0.0683377071265987,0.7298664552611769,0.8786750268938528
O00571,6.438213853344879,-0.3095117791338886,0.002997046624716226,0.24506738120332194
H0Y8X4,2.0690587713249715,-0.8700233334848075,0.16064049512239456,0.504697060844567
Q15418,8.773556609882698,-0.5622062404142465,0.0012440996897545187,0.2172743857634365
Q15629,-0.17085153273887257,0.061887257379948934,0.8726365948715257,0.9399170121090147
P48739,2.1573168211023104,-0.8536687504062979,0.12688825482795202,0.46801617177575555
Q86TX2,1.7988337122848033,-0.21221104080331443,0.15988155405494175,0.5038324918251795
Q32P44,0.6456028886750594,-0.10571382223055892,0.5540687348393031,0.7784992746511085
Q00535,2.478605248418973,-0.5434339926565173,0.12814065596740365,0.46801617177575555
O14734,-0.8026211576351969,0.16476427284506379,0.4806092292000389,0.7370001079259016
Q5SSJ5,-0.3986694082733672,0.04796175331013153,0.7160131033038295,0.8693233710750022
Q5C9Z4,0.8178640700472318,-0.09311612430893312,0.498541843456217,0.7454864751753768
Q9UGP4,2.4499022009659646,-0.3388226457277881,0.0824366677563847,0.43090484049322286
P40763,2.655123033523186,-0.5656975955134005,0.06165855440290668,0.39824734518218485
F8W7C6,1.4799515789825939,-0.1322738682972826,0.21663751708528514,0.5474364548912556
P31749,2.4756077711516147,-0.9206998452647994,0.08892999793670862,0.43534301860902963
Q13574,0.7647488589466048,-0.15214945451257122,0.48934422131019606,0.7419774467069536
P62834,1.5708127832859375,-0.3209950484981441,0.22760239920615088,0.5557286710456854
Q12768,0.27643642774292365,-0.05642395500000852,0.8036896283421114,0.9132404752089066
Q14008,3.3333941612826115,-0.22132861224754308,0.06979920046328207,0.4175788124161347
Q8N3C0,0.36871872177217097,-0.1701604352775803,0.7313695415032948,0.8798398815774549
Q6ZNB6,-0.12408228730313815,0.03188941187888972,0.9075074469995232,0.9555407553509813
P00973,0.4452644655556133,-0.22606591006660537,0.6792998091949407,0.8483978321616206
X6R2S6,0.42611219023461494,-0.0776875113081914,0.7102071933657655,0.8667657697479032
P00918,1.369504025580183,-0.4093959882298126,0.29999406107029764,0.6163573259997092
P40939,-3.3918066200866974,0.08465007466936036,0.028086555644951522,0.3411329178334345
Q7Z3U7,1.2203179449843045,-0.320025759290111,0.30740036415490174,0.621665008286078
P82933,-0.7672938136540272,0.11470985025951741,0.4957642956184609,0.7442146595981641
P62847,0.47313365204726965,-0.1603878017774143,0.6628010562032227,0.8420337575775297
Q8NBU5,5.020110312735186,-0.5574924129121239,0.033894797131705894,0.3486561107424364
Q99615,3.2757700210941514,-0.5244890565278233,0.03329293274600214,0.3486561107424364
P57740,0.9197534710401158,-0.2042296607187346,0.44740894199792736,0.716335761861401
Q9H6R4,-1.0954368128766836,0.08223461272506682,0.3353499488738882,0.6431884360896751
Q6YHU6,1.056569311055121,-0.20879992009887083,0.3613873899432167,0.6597457784852939
Q0VD83,4.117206845548472,-0.4889111994464592,0.022769925494203508,0.32619515087276374
Q99627,1.7185849805598654,-0.07547016861211198,0.1739282985751756,0.5119732433605588
Q99714,0.4821677552941204,-0.10288069034631775,0.663634662658112,0.8420337575775297
J3KNI1,1.4079356184934277,-0.4983571701191387,0.2934176528284605,0.6131194254172145
Q9NP92,0.04247642400223164,-0.009338712474063371,0.9682590357845425,0.9849079011408127
Q9UNN5,3.3845326058452225,-0.33182395980295354,0.03477424775043286,0.3517483900810118
Q14151,2.8115965602426343,-0.29033168933213993,0.05810055623502122,0.3955014988155203
P49593,3.1920698447076687,-0.26243635083578987,0.04341304666831289,0.3713732082550133
Q7L1Q6,3.313206780094621,-0.6782808093497277,0.07272851655224266,0.4190691562332544
Q5H9U9,1.3966334665852091,-0.1815166840534026,0.25346871860376097,0.5726965880523732
A0A0C4DG89,4.641042565750439,-0.15416447948273948,0.013321191006990939,0.2917545041249973
Q969S8,1.7436489949017604,-0.24552482534010345,0.20194903771366235,0.5365559254560697
Q9H3H5,-4.091656179839331,0.38122674553510016,0.01759425463276121,0.3074510473832685
