,Uninfected_7hr_STAT,Uninfected_7hr_LOG2FC,Uninfected_7hr_PVAL,Uninfected_7hr_ADJPVAL
Q29RF7,1.6845738184949812,-1.372380138438773,0.22799294319970617,0.4088372040946573
E9PAU2,1.2900119654133826,-0.2774710461900214,0.27502182221747823,0.4394155836693983
Q6ZS81,-1.757458550304039,0.714689541385841,0.16535210363639147,0.35337424900269626
Q96PK6,0.9598024401062357,-0.46673246011153924,0.4183280539117549,0.5598343723597058
P22087,-2.884941005915253,0.9657606412856383,0.06271186275989,0.29666121809593926
Q6JBY9,-1.4657478080983302,0.19731932421054088,0.21661541383397023,0.3951514609709025
A6NHB5,-2.948553649466657,1.8032544875697292,0.04874710305216817,0.28821832432512984
P49736,2.265271205731781,-1.0768530790501727,0.14478620728108865,0.33944321929233007
Q7LDG7,2.901327594298332,-1.7047760612046148,0.07702359769439748,0.30391097118358124
Q15366,-1.455237461705133,1.1426553684184197,0.2631309645935729,0.43542131659082167
Q8WU79,-1.383391623688524,0.42625705104390255,0.2942082028921549,0.4564553736047403
P56181,-0.16178497026601987,0.06230328095610771,0.8794343460630132,0.9274068967723479
Q14669,1.3102123813249935,-0.16230146856071848,0.2779688341332874,0.4394155836693983
Q9UPY5,-1.4172111802938374,1.0753607040762367,0.2519705583169232,0.4287563532650871
O14646,3.279864737025499,-1.348829038227923,0.07248363413360598,0.30391097118358124
P48634,1.1301763496747281,-0.6389080619806173,0.3687848624402215,0.5181322276296578
Q3V6T2,1.3482351472980816,-0.65511760347077,0.27821069776856283,0.4394155836693983
O00567,2.968457172170626,-0.8503826943173309,0.04633049123686785,0.2848575103827963
A0A0A0MT60,-1.458221102982121,1.1234129783474551,0.22348823933422082,0.40419444428160506
P23634,3.237824681634972,-0.6061229642685093,0.045589050787538526,0.2848575103827963
P52292,-1.967079171229545,0.9560439977694244,0.13862565881002253,0.3362070575737328
Q9BPX3,0.18172916110346393,-0.10077489753158586,0.8658907213513438,0.9219511012732277
P07814,-5.827553001556103,1.1848328136587887,0.01750798411898375,0.2399757940873618
J3QR44,-5.678855052720429,2.7385513270818738,0.02595433803780374,0.2488265684984901
Q7Z333,1.6826522075140522,-0.7473094561159028,0.20768012506721228,0.3923238318927738
Q8N163,-3.68769225764071,2.3209191543563277,0.05409442740065156,0.28821832432512984
Q96QR8,-1.6228201076654465,1.3140972441655763,0.24046028774602807,0.416284450821822
O15117,0.6764132649296951,-0.2267126186803572,0.5404837936825193,0.6695973791593595
Q8NI27,0.5010583493262744,-0.20289174177426705,0.6556941282012692,0.7546443330025516
Q9UHB6,-0.4721813398174122,0.2242976392527094,0.6716613777318134,0.7693888387995492
Q8NBJ5,-0.8650393936114377,0.30553872141437766,0.4761343664184945,0.6125875080140386
Q9BQA1,1.7671050966777213,-0.38862639517638375,0.2102961130609341,0.39356568287290017
O75122,9.031300319141156,-1.0436723342624656,0.007144257707683842,0.16349932361349007
P09651,0.04111522534437431,-0.02406986613157347,0.9705418691620576,0.9859299664518442
P07910,-1.1089988465522869,0.41769408418339893,0.3606947330415227,0.5112936927733269
Q96QH2,-0.777003860558281,0.5449629284901267,0.5089005373084401,0.6440344094599542
O00193,-3.2601243713926347,2.1109240820007424,0.08074114355003896,0.30391097118358124
Q5UIP0,2.9169790578627266,-0.8772705288412392,0.07397357941327788,0.30391097118358124
P04899,-2.3001074025327237,1.411456276167469,0.11653927686196278,0.31902190071702763
P06748,-6.409503319860208,1.5776619462314954,0.00749049033932261,0.16349932361349007
P29350,1.7613582491315232,-1.8732130310924755,0.21108229650444177,0.39356568287290017
Q9H1C4,2.074609102134194,-1.6912487645065422,0.1688540114797699,0.3550983032116091
P46100,1.4609067322381803,-0.31279224110007364,0.22606422424592096,0.406530266896784
Q8N6T7,-1.3010894074684594,1.4269788665435672,0.30343602135823194,0.46283132896327905
Q5T200,0.1417464658646325,-0.020413675308129875,0.8979057901510243,0.9363663347044455
Q5SNT2,0.03750417062785693,-0.017532148462976238,0.9734695561333374,0.9859299664518442
F8W930,-4.688470337641839,1.0825549062477187,0.014514172955436814,0.2296867870197876
Q14004,-5.742483689408275,2.041156134472762,0.019083978338500684,0.2399757940873618
P49757,2.2469039864336753,-1.2106009630751122,0.12577462298741526,0.3274128489164598
A0A075B7F8,-4.0404280408298305,2.0406485118442195,0.04994685658064552,0.28821832432512984
A0A0A0MT22,-2.0658136049934748,0.7784995684939526,0.13105311562435717,0.3290973787103207
P12314,-0.6095363497387147,0.19534177620477022,0.5794424560911292,0.6973138302389446
P27105,-2.857900675838043,3.0353003360604274,0.0876450537624892,0.30391097118358124
P54727,-3.8524403522515738,1.1869216077356795,0.04186499033761713,0.2844946727170014
P46940,-0.04707414761437563,0.05817101416965098,0.9659811991863064,0.9859299664518442
A0A0B4J1W0,-4.181019409393068,1.274908061677818,0.017964799576920553,0.2399757940873618
Q5T5H1,-0.4433771783396023,0.1377618815193089,0.6908338619984906,0.7825631524946322
Q9NTZ6,-2.117423670018143,0.45034392426705017,0.10436831478539398,0.30391097118358124
O95487,-1.8625096706503252,1.4390868878679848,0.16274410138530643,0.35159391186654937
A0JLT2,1.8293458802674178,-0.5468068007300464,0.14222783855625198,0.33818166127814103
Q8WYP5,-2.2375130226483604,0.7714178060291403,0.08945920835664786,0.30391097118358124
Q9UI08,1.0604230226238436,-0.5373808974048062,0.36105573565509813,0.5112936927733269
Q9BTX1,-2.7521228871003496,1.094675365165679,0.08558838402475621,0.30391097118358124
Q9H0J9,-1.1459409774165408,2.3826527901648427,0.369942205183224,0.5181322276296578
O00267,-1.8172517546489486,0.710702843652192,0.17000687644354376,0.35633891651908345
Q8NHZ8,-0.31664785372159276,0.1419421154812257,0.7763241737762776,0.845801539441678
P10644,-0.8227772619197029,0.2317730282651964,0.48720548502793093,0.6242936680621058
Q8NHM5,0.015472388197510564,-0.00834312730765463,0.9886343627907462,0.992345121584815
Q13098,-0.9315592261096054,0.18950003601094245,0.41417014971207883,0.5566235770015836
Q96EV2,-3.367693436580451,1.3288885300500908,0.060346416155177836,0.293958359830913
Q8WVC0,3.5581522987505294,-0.7357347121350863,0.02869563902115289,0.2488265684984901
Q5T4S7,-0.6678344173528612,0.2882486194076628,0.5420995813314832,0.6695973791593595
P20020,-2.587444294164404,0.8213777342429287,0.10319007338869424,0.30391097118358124
Q16512,-3.2651145863922837,1.8162797095353114,0.030939451911712854,0.25108555205274663
Q8NC51,-1.6371556906526228,0.4434594485108603,0.22908665058396727,0.4095602388927848
Q15751,-2.243745270271693,0.6693496271522881,0.08984512378515838,0.30391097118358124
Q15287,-3.7907672844201104,1.0731815491574126,0.050099887986079304,0.28821832432512984
Q7Z5R6,0.04552961880726699,-0.02121357898339582,0.9673577985066302,0.9859299664518442
Q09666,0.7261340349251633,-0.16177989909378,0.5120578620440807,0.644398860186686
Q68EM7,-2.830668373032833,0.7748380855287786,0.06942806253596556,0.30391097118358124
Q9HC52,2.0225691349173713,-0.3040407405714243,0.13081645515353682,0.3290973787103207
F5H5P2,-2.700590137158677,1.86959006869196,0.11170044542297095,0.31565349086044914
Q86WB0,-0.31379941592949595,0.05566067179079104,0.7788828913114583,0.845801539441678
E7EVA0,-6.603381874364886,1.06757257209385,0.0027542693744207897,0.1238873855211127
Q15311,5.164160356242274,-1.0440082303711904,0.00690291167769391,0.16349932361349007
Q9NR30,7.41315402040033,-0.19379381917474525,0.0017687526327023289,0.1238873855211127
Q9GZR7,-2.097535594022368,1.1869921030901387,0.10928054007096287,0.3137170655781495
Q7Z5Q1,-2.1433831353424098,1.1389784194312003,0.13355750160875826,0.3302417910872812
Q9BTA9,-0.5099549656150006,0.22111466448703254,0.646987166515299,0.7500785282127916
O43159,1.7661842755824386,-0.4535840138801577,0.1801602514494684,0.36551743322920993
F2Z2W7,-2.13790455635758,1.3674818419453847,0.15367509811136906,0.3448576866718313
P14317,-5.85458677399983,2.722662248989481,0.01343691133098614,0.2296867870197876
B5ME19,1.254344298647345,-0.44158493910769714,0.29536540454376126,0.4570713693872888
O00559,-2.1123396003468398,2.4700770551438467,0.16580245603793817,0.35337424900269626
Q8TD19,-0.03846054496748193,0.025515022369325013,0.9722346117380789,0.9859299664518442
P35580,-2.7502317641311875,2.962897582826983,0.1095283909838405,0.3137170655781495
P30622,3.2092529587168475,-2.5982131364528565,0.07524675844724356,0.30391097118358124
J3KTL2,-1.7276520000804778,1.0295696563571517,0.19476942198701572,0.3852782628680655
Q9BUJ2,-2.1312048803563433,0.44253334041385917,0.10307118186571208,0.30391097118358124
P24928,-1.215286691617246,0.21233204999815358,0.341600630420109,0.4970878139216759
Q8WWW0,-3.887648739591539,1.4253269161551267,0.05292485624237426,0.28821832432512984
P11388,-1.0447691041657288,0.12450981025939134,0.37382449892103553,0.5212134533414438
Q9H7D0,2.255339300294142,-1.196517219335976,0.11896947751135964,0.32300288860793525
Q8NDX1,2.7300697245474823,-0.8855519549898216,0.10514455401138119,0.30391097118358124
Q14643,-1.320402511804782,0.7945098342045511,0.29817523523278744,0.45852907931677106
O14874,-3.6775033192778093,0.953545241414909,0.03541140370347204,0.26696387719207487
Q9NSY1,0.14681707395005897,-0.1117919365361768,0.8904273330665482,0.9347272003832919
O95155,-8.524694821653492,0.8893949221765758,0.011254532723173767,0.2053868070760157
Q9BYX4,0.7916261059772494,-2.144359021132768,0.5104281082114316,0.6440344094599542
P35579,-3.898348922562169,0.8563571250404669,0.047183318938181305,0.2848575103827963
Q9NU22,-0.8926231545878215,0.2733746769982659,0.454544427684208,0.5944764932316191
Q7Z3C6,1.8137913174053748,-0.7533161303152665,0.15935191111593155,0.34823818451711375
Q01543,0.24714034370292737,-0.10261981906517192,0.8225373511525027,0.8839832653302788
O60256,-3.3523743648734663,0.8402132280297794,0.03552318568667187,0.26696387719207487
Q96K37,-2.1375730513725792,1.0043941284018998,0.100241059346415,0.30391097118358124
Q9HD20,0.9485473433570374,-0.31134010512408805,0.39783831824166926,0.5415734525741432
Q96ST2,1.8783703541577617,-1.1693960075238616,0.1992817970499355,0.38813962317725903
Q5T5C0,-0.874643715537856,0.4902914234484541,0.4425860329983892,0.5824468999750112
Q15042,-1.1395441104217616,0.35682923786620435,0.36997751483192,0.5181322276296578
P09874,-0.2745311607915233,0.3012985203026619,0.7972737388443166,0.8635192299687733
Q96AE4,-4.115624000773872,1.054570579142837,0.041646807362434174,0.2844946727170014
Q7Z3K3,-3.168620970578146,1.0541044705851574,0.03581667822515889,0.26696387719207487
Q04837,-0.8378164079172545,0.46470005106669854,0.46929396864493117,0.608735824082462
Q5VSL9,-4.053806491081044,0.8651004270468843,0.019188475835656398,0.2399757940873618
Q8NF50,7.709069356269346,-2.060763049368653,0.004073342657830465,0.13570662644245707
Q9GZY6,1.7393838491107216,-2.1956187756438847,0.22253375936493852,0.40419444428160506
A0A087WXI0,0.18107713465360678,-0.07251616869167998,0.8651930039927728,0.9219511012732277
Q96G46,-1.3606920107753122,1.3456314401418827,0.2551195891299034,0.4317933152920558
Q9Y2V2,-0.7630392160183725,0.19654392674768806,0.49476660127449457,0.6314259246103933
P05114,-3.92011302256901,1.5355734029001367,0.017688934048710553,0.2399757940873618
O75376,-3.6197359138992344,1.1907267889575812,0.02337645885609343,0.2488265684984901
Q9H6F5,-1.601584422497279,0.49561161715348767,0.2132591298979538,0.39356568287290017
M0QZR4,3.4746033818085125,-2.119382924829387,0.0510498821533711,0.28821832432512984
P51991,1.9765424226752317,-0.8056204176629489,0.12368582689815166,0.3274128489164598
I3L1Q2,-3.6477261025147207,0.9475365996123946,0.043371998467604145,0.2848575103827963
Q07960,-3.021349740128881,1.2211036599248875,0.07971161642977098,0.30391097118358124
P35606,-1.6771698190712423,0.15479786105325388,0.16881796298904886,0.3550983032116091
Q13242,-0.5373705643174488,0.1773995505896746,0.6203642665003203,0.7313202096415815
Q641Q2,-0.9804276982230261,0.549955812202261,0.3972355390894885,0.5415734525741432
Q96PC5,-0.11973888574750102,0.05504017902563829,0.9145178007679204,0.9458983135393687
Q6P4E1,-2.189566388122111,1.5120325484308936,0.12307813970900373,0.3273464808226864
J3KMZ8,1.5840946820352597,-1.0086704773807416,0.24822290426480084,0.4246624281070782
Q9H3Z4,-1.4262013124342012,1.4924814946454839,0.2796579180697772,0.4394155836693983
D3DTX6,2.396387267494672,-1.0806969397948984,0.09273846924312458,0.30391097118358124
Q96KC8,-1.0401520310686292,0.26619142346605384,0.3595562582978592,0.5112936927733269
Q7Z5L9,-1.2969630718995837,0.33530458975678856,0.26440302413404093,0.43542131659082167
Q15942,-1.415077134011361,0.36013551722497894,0.23783917579517827,0.416284450821822
Q6PD62,9.002721509134341,-1.2696305432856878,0.0008502593829695391,0.1238873855211127
Q5VT52,1.824480355011782,-0.4793433668826588,0.17864837052423796,0.3636154937036741
Q86SF2,-2.4629693961317676,0.5587265468201812,0.10469091306461226,0.30391097118358124
Q96B97,-0.9125402773787279,0.2571322858670233,0.42118889208769517,0.5601104384275443
Q9NXH8,2.401055430340191,-0.8026897890962703,0.10048113420866994,0.30391097118358124
P02765,-3.3512660818345017,1.4823389652428112,0.03057821433875673,0.25108555205274663
P19338,-0.8290723015123282,0.3255266959744665,0.49013022780578364,0.6267725943455779
Q9C0C2,-0.20697333487712472,0.1671177876008354,0.8468822528612872,0.9055345710493155
P57740,-0.3682680723958292,0.1958504369277385,0.7334664556051745,0.8148279066401551
Q96T58,-0.6926976519648347,0.30247819438911794,0.5426594873755947,0.6695973791593595
Q05D32,3.114900785176966,-0.683945126263203,0.03687846693469851,0.26696387719207487
J3QS41,0.14509810408100848,-0.08483746810421389,0.8967090582057585,0.9363663347044455
Q8N1F8,-1.4235547133304336,0.5568473273411862,0.262179709580822,0.43542131659082167
Q5VUA4,1.4823328949502452,-0.26111370963700864,0.2124365347305045,0.39356568287290017
J3QRS3,3.077106063890441,-1.1786973865505428,0.058042487443392354,0.293958359830913
Q9BU23,-2.7212879040829305,0.9146783202252189,0.060692277525658075,0.293958359830913
O60832,0.14969058530356202,-0.01820406289081422,0.8901814489302867,0.9347272003832919
Q53T59,-2.1705629925958347,1.707944516967673,0.14019624263474478,0.3374305003338154
P42167,1.1307617832654633,-0.3155196545912209,0.34452956667987866,0.5002000360283559
Q8TDZ2,-0.28321496634394994,0.10301689809198677,0.7980390987863071,0.8635192299687733
A0A0U1RQK7,-2.2138657622751494,1.200853713430293,0.145967742709679,0.3396764614770029
Q92922,-0.5584509382725544,0.0660105945639331,0.6091391205481536,0.7220694069419124
Q9UKV3,-0.8494739026447107,0.08072490232002849,0.4526034361913815,0.5931635095427422
Q14678,2.2805995154878533,-0.8876346483137265,0.11940391142852583,0.32300288860793525
Q96SB4,-0.45397816493351,0.38238212043835684,0.6768607229919503,0.7733428850008706
Q01433,0.777861576633907,-0.23586956760345923,0.4859727636237693,0.6239771995412697
Q8NFC6,-1.6684943515801456,0.43903398572262553,0.17261295761730552,0.35942105977550787
A0A087X256,0.48807355744746306,-0.42431911787430465,0.654193955355684,0.7542892053554608
O43491,-1.5494549807742737,0.7450427211124229,0.237570422004627,0.416284450821822
Q13427,-2.666777681146236,0.5239885628290186,0.09328555720392567,0.30391097118358124
Q13131,-2.404578786011664,1.7610783650766264,0.12070848626134967,0.32376471103150145
Q05209,2.605259150300628,-0.4544282899375167,0.06337422639627109,0.29666121809593926
Q99973,-1.0273910533356538,0.5560371501477244,0.36764523521931164,0.5181322276296578
P13807,-7.907440289077876,1.6011355113163694,0.0025816577391211022,0.1238873855211127
Q14498,-1.940069037749406,1.0315625135042437,0.13784158488438422,0.3362070575737328
Q9Y6M5,0.9019198249123387,-0.14912219360699064,0.43454862154228857,0.5747779571825954
R4GN35,3.215091861397399,-2.7614615565275944,0.07892832176921544,0.30391097118358124
Q14C86,5.410354176720806,-2.150408780279703,0.019280234112848845,0.2399757940873618
Q01518,-0.18490635960607227,0.06834854109156074,0.8666049056201744,0.9219511012732277
Q14566,2.3089578644087463,-1.0972830935215723,0.12672377248741334,0.3274128489164598
O95466,1.3987683792072017,-0.42220402910798027,0.2797543131418128,0.4394155836693983
H3BQK9,-1.3863235593056036,0.9577121193043299,0.23881143259198037,0.416284450821822
Q9P2D1,-1.3281365623189256,0.700794739476192,0.2741734884185777,0.4394155836693983
A0A0A0MR66,-2.2396814274300123,0.8090668294944665,0.0891907091379834,0.30391097118358124
Q9H1E3,-1.6502413090334367,0.6834692668319788,0.20681791489439574,0.3923238318927738
P05387,-10.92330923338767,2.517399621319763,0.002445055870917778,0.1238873855211127
C9JFV4,-2.0246831076383907,0.6720616982642436,0.11354626358258084,0.31591974198110306
Q13136,3.906024116198058,-1.690955987513803,0.02673916248397431,0.2488265684984901
O60711,-2.4186170025160565,2.2750601296456128,0.13138439925086298,0.3290973787103207
