,Uninfected_4hr_STAT,Uninfected_4hr_LOG2FC,Uninfected_4hr_PVAL,Uninfected_4hr_ADJPVAL
Q92542,-2.2718248282503537,0.5596875153782861,0.11389365819039338,0.15900837132077036
Q9HAF1,-0.5619601698072282,0.12387230048837061,0.6162528710539367,0.662873602068345
O43148,16.93623364650004,-1.5075132497632975,0.00031157057744882763,0.006725404277988683
Q9Y679,-4.4413645409619775,0.7271596073618021,0.011355594137273332,0.03296683287517819
O75592,-11.252588904338088,0.6485902078771613,0.0004629927529914596,0.008202027728295121
P25705,-18.393857673729766,0.8149067306701223,0.000515618533746631,0.008202027728295121
O94885,4.6528530415976155,-1.3689557121903313,0.04080732776903975,0.07370272206258076
Q15020,2.956370474668136,-0.45188652586296385,0.06953582663948335,0.10840202820991648
A0A024R571,2.2531944241631323,-1.1565046593790846,0.14843653056034,0.19706392170630227
E7EVA0,6.9509413347906985,-1.7745488235623004,0.018344357388620787,0.04379198389321126
J3KPM9,6.1893888267622925,-1.0149902003004856,0.006218872253066788,0.02385618950854166
Q8IUR7,-2.7089910265976047,0.4539312532603823,0.061366766301875125,0.09857247114187757
P18206,6.832177143161801,-0.9538822270159191,0.01748055520961851,0.04249762321803555
O43242,-3.147091448396119,0.4744579115928076,0.06508342006762885,0.10282045051260591
Q9Y5J6,2.423319424028332,-0.1974955507957663,0.07434608022411222,0.11378610220927683
P31948,64.67273117269454,-2.6359100622260314,0.00021760833814560125,0.006166426619970762
P19823,-26.934345701262675,1.2400138890753016,1.1680201392484744e-05,0.002337588970706878
P31946,12.822976504274287,-2.272799089815611,0.005776354554411825,0.023028231656428783
Q86Y22,-1.9151105351211886,0.9966932034675686,0.17837744741856595,0.22844157575952834
P48637,23.376455632178388,-1.9950216503651577,0.00040590124867570716,0.007828632416587945
Q8NFH4,-2.066205972834976,0.627869578366429,0.10860706308951755,0.1530639461539006
Q9H061,-3.903350860818487,0.715908062075906,0.019536147530472586,0.04580055746311131
Q15555,7.4815060379066605,-1.7166564215386462,0.010064030661299364,0.030801886505212536
Q9P0M6,-23.966566411379244,1.176971237015481,3.855373209661689e-05,0.0037765022223793026
Q5VYS8,-4.521051412758409,0.5414539049644382,0.023146570302686017,0.05072815931208025
Q5TDH0,6.025610234976843,-1.7620649939454829,0.02003766889416842,0.046401850257423924
Q14914,4.490434030961731,-2.03829753617034,0.04411426885493075,0.07790591100027194
O94927,-1.6331589735028935,0.26387944066825675,0.23917325638096493,0.29099196999378285
Q9HBM1,2.0481041967209106,-0.6365688478510592,0.15132501711651009,0.20013334009758127
Q5TFE4,7.098323708707396,-2.864836832402129,0.019168548877140146,0.04519308128022968
Q15397,-22.49107964088475,0.45054544361370397,0.0003921803552904329,0.007706713962924262
