,Uninfected_7hr_STAT,Uninfected_7hr_LOG2FC,Uninfected_7hr_PVAL,Uninfected_7hr_ADJPVAL
Q92542,-2.073982579611976,0.5082219794673897,0.14374663616847044,0.20197250801951025
Q9HAF1,-0.17602694629798502,0.049764871764168106,0.8688591725165773,0.8917633192175562
O43148,16.740003193662577,-1.5792966096712977,0.00038522161414260937,0.010420995094273447
Q9Y679,-5.010104003594151,0.8510676930490924,0.007737596720089802,0.033595025574668126
O75592,-9.114666887443045,0.7052785796901002,0.0013519503023402281,0.01591023999872709
P25705,-14.420612301991243,0.7080784750034361,0.0004212242391096543,0.011020105390572816
O94885,3.767069588342851,-1.0459059147000431,0.04824744566848192,0.09284737183073949
Q15020,3.3647404250476813,-0.5481403202958148,0.04520776626303234,0.08934324205493013
A0A024R571,1.27235803748355,-0.5377740635782811,0.3275007678198787,0.39333189766684734
E7EVA0,7.159139396535498,-1.8548048905923569,0.018726644837109126,0.05274566567156661
J3KPM9,5.414330139805935,-0.7655583704347899,0.015230990380844864,0.04721153714776764
Q8IUR7,-3.6027629626155266,0.6129420921571036,0.02394084972401443,0.06103891061826445
P18206,4.659839876081795,-0.6775525999724064,0.016136577417618137,0.04857296352731009
O43242,-3.4425807085204307,0.48664903342904786,0.07422057345753752,0.12447782166831775
Q9Y5J6,0.26062285654416,-0.019891594103656374,0.8076519976992123,0.8401194063457974
P31948,58.20799205455213,-2.2998669375884697,6.006749203955958e-05,0.008032851227247123
P19823,-19.420529403946894,1.5241215989655483,0.0006070570081250497,0.011929242904947911
P31946,12.532507085484413,-2.1582950172468793,0.005945788240333936,0.03006086627333881
Q86Y22,-2.198333522821984,0.9475136289029304,0.1339857519065836,0.19148701284488073
P48637,15.036889230689571,-1.5647502869800274,0.0001196470771607329,0.008171306941829725
Q8NFH4,-2.2388512201800896,0.61514478085593,0.09824319555126484,0.15141737057586732
Q9H061,-6.216624224987671,0.7342884575804174,0.014832981499192913,0.04642689776531757
Q15555,6.8001782251840694,-1.3883019832292849,0.015914932091943928,0.04822409314209313
Q9P0M6,-12.494939272483235,0.6384711188496528,0.00326945484897503,0.023443285543597203
Q5VYS8,-5.122636670161315,0.7185535452625231,0.006926514390237536,0.03204692031379611
Q5TDH0,5.504263837618525,-1.4233242401976707,0.030737741135058814,0.07084040725312413
Q14914,4.318298654786572,-1.8669377197199566,0.04831500805459339,0.09284737183073949
O94927,-4.407425669287704,0.2603701422983047,0.027141177732734882,0.06585331766719484
Q9HBM1,2.00286329376343,-0.582351461023757,0.178267633832774,0.23872162087667517
Q5TFE4,6.30438191122196,-2.174534490546262,0.020646882251534927,0.055966694647372486
Q15397,-2.8283228198588666,0.1547560250354092,0.07693019376611163,0.12763488141362844
B8ZZN6,4.8120841021869545,-1.9489806693188472,0.033320290918904115,0.07449390748460542
D6RFN0,3.735318375606256,-0.5372109640167544,0.03442701319715903,0.07579436027684952
E9PCX5,-19.675895099196442,0.9091447684001892,0.00012620343334258108,0.008186077210015928
P21283,0.7054511036142407,-0.09336809872876017,0.5201038600321233,0.5816785720520338
Q68EM7,5.207601110086477,-0.7724298398483818,0.008150981564003797,0.03440424437248208
Q8NBJ5,-13.013049923845056,0.9649965325163539,0.0020045839526051843,0.019523194186146304
