,1hr_STAT,1hr_LOG2FC,1hr_PVAL,1hr_ADJPVAL
Q5H9R7,2.2635107806471138,-1.1562573426189537,0.10871705953317962,0.19495155434703315
O95487,3.3632551855176285,-1.4774850207410801,0.004811502307145838,0.020149596656581493
A1X283,4.376407350348534,-1.7227211294813856,0.00043228668288476234,0.004457857908725779
Q96JM3,4.282304607326602,-0.9783050004637039,0.000977430989422676,0.0071943467012157425
P06748,5.657951567475624,-2.1189562016704886,2.97760738883468e-05,0.0008975359414915964
P25788,-1.1065473433388016,1.270701745786228,0.3722126202016957,0.4746482837162488
O95613,3.9594210409889916,-1.8095256046252088,0.0015244007581310124,0.008816652980948567
E7EPK1,3.304469981763559,-1.8223223180889696,0.004754993856686255,0.020066074075215996
O00567,3.2046330101668703,-0.786883168216463,0.0053265612839720165,0.021475880845568705
P02765,4.543094202634778,-2.533868854497499,0.0003408075749645686,0.003794111939358451
A0A087WZV0,-0.4708955928071624,0.22143774308443653,0.676331668547462,0.7445529498965973
Q8IXT5,0.11710861422202366,-0.046934804669892305,0.9147333851213251,0.9340856261437899
Q8TD16,-3.469200104753606,1.0763966414980586,0.05524995179758275,0.11815276854010094
Q5JSH3,-1.1036411881947494,1.0717064569734711,0.3802747345007842,0.48142781387799277
Q9UJU6,2.9877113668307587,-1.1498395495538971,0.008793761028470095,0.031448874186562545
Q13200,3.5905083162692093,-1.265993333332323,0.0022620853683070763,0.011833884612713877
Q9P270,3.1424329170584175,-1.1773587369373604,0.005943464703921824,0.02351383223489072
O14647,5.156441672505303,-2.185084527676884,0.00010857385815963429,0.0020826440065166213
P27708,2.103473180549524,-0.7528069621511921,0.0687518068415526,0.13728673101168073
O43491,-6.411719017546386,1.2763309862029732,0.0035849944771549082,0.01609433690807842
O75122,2.2216032774196437,-1.0272875908461847,0.04128914064886015,0.09715994806962257
P23193,3.4340381451737083,-1.632522051727322,0.0034003042891718937,0.015484838957164092
A0A087X0H9,2.6453986735315436,-0.6675209272855942,0.06158909588797901,0.12716985736519387
Q9BW71,-2.7499093787422004,0.6237555145210152,0.06482368247192452,0.13194016400234154
P29966,-0.6170973458918264,0.5094520830412401,0.5950449239953163,0.6786728592595229
O43312,0.8805412070231369,-0.2901892312798502,0.39744242156336584,0.4991687556539892
Q9UPP1,1.5191653568604955,-0.8341417469558439,0.14755959971192378,0.23527764891095154
Q5SRQ6,3.6142387383648065,-1.026801712413389,0.006861401010673475,0.02648333438875799
Q13131,4.008695505251219,-2.9337041151700416,0.001026061857492979,0.007465484549345467
Q09161,-2.7592763729811334,0.429474814260733,0.06605702704120023,0.13359136778619726
O14646,-1.6017092051775499,0.2957458666784891,0.12991893765462167,0.21965122668966108
A9Z1X7,-4.518251122212881,0.9265011142396995,0.027588001874217893,0.07337481170747868
Q9Y3T9,0.46767192025609605,-0.10827131338468154,0.6673128316622758,0.7418002785298902
O15400,-5.900692800234189,0.9611754821518961,2.687490803636505e-05,0.0008731708469428805
Q8NDX1,-4.869407692538615,1.935818752731589,0.03495923133950284,0.08712280881065079
O76094,-0.9046268067319356,0.3000772242702341,0.4399911049011708,0.5396438552380559
Q92522,5.417764993444662,-2.029180790935851,5.027667414663222e-05,0.0013260472806174246
Q7Z6Z7,-0.08886381682111526,0.019084978546856757,0.9302289028494759,0.9451603459128703
Q9Y6D5,-0.904494450164187,0.4231291901960619,0.44384601635585286,0.5423832593692179
Q8IU81,1.9650591751847866,-0.5963558655851582,0.11997236897787415,0.20863326803020424
Q6PJT7,1.7214595530415255,-0.37713449343307426,0.11968994035265482,0.20863326803020424
Q15758,2.414471614329607,-0.6625048266987976,0.02825537284306886,0.07448362479219338
Q15652,-0.003990586052134573,0.0015675500590348612,0.9971225784431811,0.9971225784431811
O75367,-1.3815106060022166,0.6018339644777888,0.28606974837714977,0.38364862441257586
M0R2Z9,3.9583710042289515,-1.0498447983873374,0.003995650805804021,0.017687041678838777
Q9UPY5,3.0248002421496527,-2.217160165025936,0.0076701003484246225,0.028728837399720625
Q96TC7,2.836619422740586,-0.9320165826189646,0.011935576616310563,0.03932715344931241
O95155,4.024581220206383,-1.0973421058421846,0.0009137380028827651,0.006968628383431208
Q07960,4.519968297462796,-1.8857282493079226,0.0017087221320279647,0.009324319910118117
P29350,-2.351181179121384,2.3255359908347195,0.13932449928316337,0.23026738393274782
Q6PD62,-2.231120266554737,1.5776652614380247,0.1474183709910776,0.23527764891095154
B5ME19,-1.4464360672028953,1.1416477965312457,0.27787515394612744,0.37664876327173163
Q9NYF8,2.399240865807387,-0.39343836053105186,0.03907698890060909,0.09473769530139291
Q9Y5Q9,-2.5506955184518127,0.37922018898320453,0.021020790099799923,0.06020886938087489
J3KNN5,-5.807114516620647,1.5732343723593496,0.014327028070438314,0.04542141763308902
P46100,-0.6460428519481614,0.13143219774378845,0.5316921717224433,0.6232613790746419
Q2TB10,2.2687103876550623,-0.323971365916496,0.046584035388980344,0.1053131942900877
Q15785,0.6127768327196171,-0.14876408676608355,0.5759886001469273,0.6617074117840381
Q9NXG2,0.39943971873938616,-0.15897299017520616,0.7098650223186138,0.7733985527154605
P41212,-4.081257902763622,0.7018332093419413,0.0032319824876088383,0.014824963149684019
P60174,3.823158284661752,-1.9251137750915608,0.0014161659632727453,0.008703233541278133
P50552,0.5766457255792473,-0.26174628867781036,0.5724469476759266,0.6600344587957405
Q9Y320,0.5445765232273012,-0.2807360576752096,0.6354676603649159,0.7119487239132597
P10412,4.816249679844351,-1.1486159714530904,0.00019517251427802248,0.002745426700844183
O00193,2.5309288910106806,-4.215790541269188,0.02296143716220399,0.06346982412085209
A0A140T913,-9.171502441326151,0.8333680119478368,0.005774485488588914,0.02298898939796719
P30622,-2.213064977498287,0.9950941543777674,0.0829051692953449,0.15596239678677246
Q3KQU3,-0.046508154251044015,0.01428420142678899,0.9641684114787072,0.9710907105072655
P49916,-0.6548205918155028,0.08714209073352475,0.5227815146223067,0.6139530589163639
A0A087X188,-1.5470075490008484,0.2231487087819799,0.1452496573264673,0.2344182428753056
P22087,5.168543778002791,-1.3500456350655192,0.0001274893371483216,0.002123703958286515
Q9H307,-0.8989906148632143,0.4387760669408991,0.45555210217411735,0.5545470782234929
P20138,-1.0255393319746666,0.43915477348468346,0.3781921026663677,0.47975070338238635
Q8TEK3,-3.8653661560756443,1.0907085292044125,0.044405527729848474,0.10184311251084813
Q96PY5,1.9891696647415937,-2.4527535891201264,0.06507163658210534,0.1320203396040791
Q8WWI5,4.032180613672983,-0.8536598021439663,0.012188077390233087,0.039564374297525864
Q96G03,4.046062711045225,-3.7787976115374695,0.0009728759190630877,0.0071943467012157425
P31948,1.9740430759591208,-0.7945244670825415,0.0824084930436841,0.15582368475190378
Q9UI08,-2.383335309839941,1.1584516929367974,0.12931517418868732,0.2194544376982281
A6NC98,2.980951138369609,-0.7435597762743957,0.008388855541823061,0.030787593056490477
Q9BTC0,-1.1998355886189174,0.6315047838660937,0.35016677043660077,0.4523582973191189
Q9NZT2,-1.8101448052721507,0.3452474044842224,0.16197784675822957,0.25007799267794956
Q4KMP7,2.8343393012138596,-1.1412853061563353,0.012418455313687533,0.04010654190593983
Q7Z3C6,-0.5051500625090269,0.1755723555679629,0.6452545716411293,0.721458513719189
Q5VZL5,-4.000131562655188,0.44721241208570284,0.0009330118012879121,0.007030910359705337
O94913,-2.6669082547789955,0.45927428018686545,0.016267131461585847,0.04903378197706591
Q99590,-1.7832145499470524,0.6528007696106588,0.20426759054406224,0.2981887439793065
Q9H1C4,-5.231259217170206,2.1946939314144216,0.022048158255908785,0.061482309145331544
O00429,5.925854768472741,-2.5127553822166036,2.758833639629954e-05,0.0008731708469428805
H3BQK9,2.788790815532672,-1.155864453184637,0.021192654220833433,0.060427703251295324
P13807,-2.1988156214075247,0.9266108268206399,0.14178016146201294,0.23116831524591167
Q15477,8.070268931313253,-1.5308233426207396,6.7723512133197e-07,0.00010717245795078425
P16070,3.256506406072581,-2.7728910300880294,0.005185627706908892,0.02104168165688031
P40222,3.6355142842811894,-3.209063034847228,0.0020785589109894643,0.011245536672276332
A0A0A0MR66,0.25113134005302595,-0.0788966087791545,0.8153968047012315,0.8554365335153157
P16150,-1.1525621506098045,1.0104186246559952,0.35209849868186954,0.45392739239434504
A6NHB5,4.113050755967055,-1.8992736951941915,0.0007752087962436577,0.006372820363925134
Q6UN15,-4.010018193570545,0.4064812703753815,0.0015237995096300818,0.008816652980948567
Q86UP2,-3.110640519536082,0.5154949145218182,0.011990743468747702,0.03932715344931241
Q13627,2.6725990175901075,-0.667769345821676,0.017872156336702815,0.05219230922745812
Q7Z3T8,4.339285058534606,-1.3667229182899368,0.0005598684083591476,0.00490666269287803
O15117,-1.384892491064448,0.5224092638088833,0.2749741427739813,0.37431963951812935
Q9H2Y7,1.557401199401244,-0.40256277989650524,0.13917601583451758,0.23026738393274782
P78536,6.346513036229395,-1.2153626594912628,0.00012013746401836147,0.002093292290031453
P49407,-2.067102269499937,0.7064591214955236,0.13323421804882443,0.2225257520446065
P35613,2.9162005088756158,-1.2541078465914555,0.014422914603871868,0.04542141763308902
Q9UBB9,5.602621707181085,-1.0813935335633795,0.0013272840595841815,0.008498178496527963
Q9C0C2,0.6898245756409639,-0.19974620451349434,0.5067283464429895,0.5984310509298737
O75151,0.8362806216842371,-0.19788887489705909,0.4618745042564303,0.5590182814422952
Q9BTU6,-12.895606445557345,1.8129349739644822,1.0972292602824887e-07,2.315153739196051e-05
M0QZR4,0.7393401321006522,-0.2582312966465645,0.47104660509359253,0.5631252319308891
P49757,1.9099592313181943,-0.7116033657853587,0.07619386370651522,0.14659792014049888
Q9UKJ3,-2.199992145166087,0.45069962406239283,0.09588737961108451,0.17542402108039448
Q96II5,-1.771619244752317,0.2967353097019443,0.10048650714112835,0.18278149143774208
Q13884,2.5277072261723723,-1.034514198539504,0.035372921788922415,0.08746507614214019
Q92733,0.8742917147809012,-0.5367819360911588,0.4175735701648572,0.5186112905519304
Q9BQG0,-9.23307156507306,2.1615506476905084,0.007846292489687552,0.029215900858660118
P52292,3.0606468818478865,-0.7078209414991297,0.008681583097963404,0.031448874186562545
I3L1Q2,0.11055195077457061,-0.022637582859150296,0.9151295644702216,0.9340856261437899
Q14258,3.374751891062855,-0.9273560198309028,0.0631608415032953,0.12938774327374086
Q9UIS9,-0.12089453571396992,0.017630576375625706,0.9052727969957388,0.930255974834907
Q92797,-1.8393998348432508,0.5126289356367353,0.1538687568846035,0.24228587837799506
Q5T1R4,2.372163648830827,-0.8471727364034769,0.034520159816301875,0.0863686212004707
P48634,-1.725548542348064,0.5537569364566348,0.1692506739066575,0.2580150638372174
Q05655,-0.7008130128377842,0.13018755142926652,0.4930828080507371,0.5844970365095816
E9PB61,-3.6461982055995366,1.0490917592519247,0.02790032498842277,0.0738950030028101
P62995,-4.14989263658837,2.427033233479958,0.048210717523284576,0.1072933276116309
Q9UPW6,-1.2337083881915472,0.2812111086172273,0.23583075517416113,0.33099970737304657
I3L4Q0,-0.29196646495619216,0.06989507042578413,0.7801043544239159,0.8341318519431398
Q13098,-1.7303890195839107,0.13784927300711258,0.10386904852234334,0.188392858781213
Q13045,5.4029069941816354,-0.7478588721094623,0.00013358601556282343,0.002168203791058134
Q13177,4.981418956206887,-1.2045160595958702,0.0001519525548658273,0.0023459992007333827
Q641Q2,0.27165509565767404,-0.1263650232273985,0.806667442324846,0.8496181214502954
Q05D32,-10.149888323840592,1.3918477868307813,3.91240729577436e-08,1.2382769091125849e-05
Q96C19,-0.2756964680058893,0.16967424197015957,0.8058556223692089,0.8496181214502954
Q66K14,-4.129425205051893,2.1929517156725016,0.04388677270876292,0.10138805519944134
Q13469,0.32998997994296014,-0.12309545979925263,0.7454434498859501,0.8050619961854368
Q5T4S7,-5.427674236301078,1.2421571136945364,0.02168766180227342,0.06128700857517443
Q6KC79,5.8448073500060325,-1.9010287393805836,2.0279764836611576e-05,0.0008731708469428805
M0R0P8,-2.3840281128984913,0.25481123334089717,0.0749421999517439,0.1447866193624549
Q9Y4E8,3.562359266813306,-3.6695628125889774,0.0028358259591375738,0.013599074485864275
Q9Y2W1,2.0376328417013383,-0.3579461608588965,0.058016896950751,0.1220089560459315
Q14966,-7.103096130190768,1.3139060158368816,0.00874459805391703,0.031448874186562545
Q14012,1.3218975657534162,-0.7420244901265198,0.2389718557801215,0.33466633785136485
Q13247,-1.9558962976438317,1.0102571949519086,0.17781951881884772,0.26736283945921757
Q09666,0.8012863893456326,-0.2586301236005406,0.4407517743413506,0.5396438552380559
Q9Y520,-2.64253553859201,0.2752536039003206,0.026484105110939068,0.07103575650518827
O94885,-1.1391495101906142,0.4177816208814109,0.35779274894303187,0.4593971806915602
Q8WWW0,4.808350725141323,-1.5924173616066,0.00018201061881805927,0.0026875031413861055
Q13905,0.543426427329751,-0.23651633405337757,0.6015296411915523,0.6830150225742156
P40818,3.9086747934887285,-1.6279668715306785,0.001133016951927428,0.007914271796616499
P26368,-4.78997308352194,0.9369758863989801,0.01625609468170256,0.04903378197706591
Q16512,2.982860715001637,-2.0062736288219303,0.009163097684414931,0.032223560190192506
D6REX3,0.6614670473006056,-0.21120944563898814,0.5559185023141536,0.6468684043471677
Q9H3Z4,3.580154420337188,-1.7459747793965694,0.002540098345845682,0.012863058023362534
Q9NTJ3,-2.518608297073543,0.743457047978126,0.10548580101141497,0.19023507703768
O95394,2.8879923574205764,-2.451743135542938,0.011206373550796515,0.0381378196648075
Q9GZR7,3.1375762975387294,-1.5401637505898174,0.006763449951903962,0.026265422205860176
Q9UBM7,-0.3122366626354475,0.21497282504446824,0.7784420675205479,0.833762823587998
Q8WVC0,-2.2706722374184523,0.5552085122269832,0.08303211329722325,0.15596239678677246
P13612,7.449229407708412,-1.386314283563666,2.20554407795403e-05,0.0008731708469428805
O15427,-6.6693486042271966,2.5326710514382107,0.01161755085903649,0.038747376150950634
P11387,-1.1681823513479472,0.24673546623893516,0.2854161354312719,0.38358474252228264
Q14289,3.248077514894749,-1.9906825908455779,0.004974454253677519,0.020580585245606988
P22626,-0.27391156566280456,0.06652734855432163,0.7946095018900475,0.8439392864033558
Q86WB0,1.388610670911886,-0.1848659776035153,0.25064535146167805,0.34946807813930003
P78332,-4.627621487304559,0.7594560777785015,0.0004890535060177336,0.004486534337814861
O15258,3.6947708502342573,-1.8347395443389352,0.0074176225970470355,0.028115898825932774
P42356,-2.84716883057563,1.3632625224928652,0.06715513479105212,0.13510030667928097
Q5SNT2,0.7614486059341283,-0.19342304552776346,0.4714950599105391,0.5631252319308891
Q15061,0.8723528945608093,-0.329630598741951,0.436526725632091,0.5365464414079876
Q5JTD0,2.083533760701901,-0.921281965991376,0.054909280041502355,0.11782228564837624
O00559,3.845542146818857,-1.7693977773962368,0.001298384496542027,0.008498178496527963
Q7Z6I6,2.8314362740347274,-1.0964179000977818,0.04092080535815421,0.09715994806962257
Q6ZS81,3.5750689844223054,-0.735480529707099,0.004030841979107444,0.017718909533159806
P12270,2.323506081374303,-1.8605739023020609,0.03405023720751523,0.08587171375441092
Q15019,4.257755259868866,-0.9407241121747476,0.023993527384925904,0.06546509842525042
O60264,4.130026080622235,-2.77019388494144,0.000847719199954327,0.006579309391415552
Q7Z5L9,2.7500465867887556,-0.7981902566017913,0.0610460523000182,0.12669557739643122
P30273,1.67070055442555,-1.1733628253487463,0.1133733891471967,0.2010234042862059
Q13242,-0.7847953977132879,0.2550068086864432,0.45991230755555035,0.5577097522656387
P35269,-10.61075286436571,2.3076810510733403,0.0010918027194191534,0.007765293498790158
P48651,-4.510206339899751,1.243252045888369,0.0269154557888207,0.071888116094192
Q9BUH6,3.342101454917889,-2.5511347061952176,0.0042089473737179075,0.018248381421667365
P24534,2.7407987578357367,-1.50585224025667,0.014599861822797922,0.04552567750655707
Q01196,3.89795462119239,-1.2995090184470066,0.0025029072345531204,0.012776937737678429
Q8WUB8,-7.855653565575304,1.123161927076577,0.003499051612798967,0.01582071193501247
Q92667,3.8620888426273052,-2.290919867403018,0.0014352678555927113,0.008735813005674869
Q9UHB6,0.3070630756784051,-0.08788349215674884,0.7834474513086468,0.8362938223918608
Q01581,2.867370129821372,-1.0644301126679752,0.017892150240692597,0.05219230922745812
Q5JSP0,3.941245993118303,-0.7210705678371836,0.0012248270588382988,0.00824803753451748
Q3V6T2,2.2184028573398726,-0.8324793454099311,0.0426191436696797,0.0988202122450815
P38432,1.7482057500720278,-0.4833682591195805,0.14101928278275974,0.23116831524591167
Q92769,2.569358092632105,-0.6234297152193617,0.060642546761429016,0.12654212850677943
Q9UQ35,-5.214891236643931,0.5610300715752814,0.0015907762378803182,0.008993826969329844
E7EX17,-1.4716065401326548,3.003861965741914,0.2778080985016607,0.37664876327173163
Q96B97,0.3521972159639912,-0.07162022832581938,0.735791290989671,0.7975272041035303
Q8N3U4,2.102133402542597,-0.677423372166857,0.1385070949110107,0.2301180868206556
P52948,0.7991125912276241,-0.14532602149471385,0.4355606959157474,0.5364006235693932
O75396,-1.4472507151432727,0.3897121295558805,0.2127151014489405,0.30258125666781877
Q7Z5Q1,1.0854274956608239,-0.3045794435911162,0.31980720971809534,0.4191262189473175
Q12996,-0.43616025349175797,0.1569405224196374,0.6743196439250562,0.7436312449556804
P35236,2.0534363676330027,-0.5113252970690412,0.11377169847762143,0.20116615959869935
Q9H582,-0.46720085666667305,0.2870131519140371,0.6846614204060153,0.7511103624211571
P33993,-2.1032252841362267,0.5682275802319963,0.1467875267261594,0.23523165675356686
Q12965,-0.27351353708509313,0.1346789023175805,0.7935781187397595,0.8439392864033558
Q12830,1.0307790802618713,-0.25725365583413806,0.34070990327748557,0.44104165393588624
Q92597,2.8460062144427503,-0.6852900381088465,0.01540758377732199,0.047235761519917416
Q13523,-2.578355250763662,0.4981193286419625,0.0714221435124107,0.14128192763548744
P10644,-1.6952677562019784,0.5455036487231377,0.19804197800288958,0.2928985328874512
Q4G0J3,-4.516378269444204,2.018702703568319,0.03208621340117104,0.08156856659815771
P18887,2.2248376778118932,-0.5455862149179644,0.09367699918504269,0.17303259977572386
Q9H4L7,1.241241071459491,-0.6032955610874104,0.30992658156659575,0.41042578688630776
Q15149,1.835540243698128,-0.5233331154933492,0.14327707464255868,0.2319549571579019
Q01543,-0.473670268133665,0.13341444111398282,0.6679718147899485,0.7418002785298902
Q8IWZ8,7.175694096538789,-2.2573501203724353,2.5274860599166304e-05,0.0008731708469428805
Q16666,-1.6666985714163967,0.8457222425171416,0.19636534549069987,0.2917823091446315
A8MXP9,-1.3167774212796088,0.2921290198452233,0.26951338457973606,0.36767666473916577
E9PF32,-2.6623244670291006,2.0130164628453757,0.10984644162566935,0.1964203320594596
Q96TA1,-2.8275103286690086,0.5991694998718933,0.04760363904073548,0.10647739757168043
P49736,-1.6887809026236567,0.6303448583135565,0.18748859306908525,0.28056803643671624
Q15691,0.7120706948442908,-0.28956321153312503,0.4986694715247525,0.5900145335984455
O15553,-1.8863172719870127,0.7016924319604143,0.12463819207916654,0.21497541031638262
Q8IZD4,4.427096465664354,-1.2514413863598066,0.0004071306557201028,0.004295228417847085
Q16513,0.14694007025174288,-0.05894905527000294,0.8944614368669828,0.9236445180045678
A0A0U1RQK7,3.5363365352651113,-2.987670863661961,0.0027513553388551094,0.01359837571472909
Q6P2E9,2.2250502222059327,-0.7609446638487454,0.07379576299638378,0.14394955194989237
Q8NF50,-0.13647618384553384,0.0815741881414147,0.8984982946783455,0.9263019878361445
P42331,5.385812169305473,-2.0436417037069163,4.929420438761775e-05,0.0013260472806174246
E9PAV3,1.7374721958929462,-0.9785668238397278,0.1422162899636076,0.23116831524591167
P42677,7.052970558793927,-1.7785497242949622,1.969519563676789e-06,0.0002077843139679012
P46087,6.53552914980585,-1.4178837495916006,2.122483610919916e-05,0.0008731708469428805
Q15287,-0.5963035892744885,0.42420599515877,0.6039216354861873,0.6838683278403516
J3QS41,-4.42934690101253,2.0564475781955798,0.04228859839141379,0.09877742723898497
P25205,-3.244140778939417,0.7860451542041045,0.05360198384363476,0.11552696531357588
A0A0G2JH68,-4.3885205176408215,0.8840485908473177,0.017824546520042204,0.05219230922745812
Q9NXH8,-0.849274059833951,0.25585168992540197,0.4086747778835266,0.5112473011863089
E7EVA0,5.023588484816656,-1.3614870811273838,0.0005333128012735306,0.004822671474373498
Q13617,2.762417859027115,-1.713868295683992,0.013456833355535339,0.04302108845481752
Q96G46,1.4043418438206787,-0.6208243363038992,0.2012223001900946,0.29631305629560545
P04049,-0.40940353693916354,0.28228300237014525,0.7026157992657405,0.7668203464400237
Q13153,-0.5844938793341689,0.2536459000153406,0.6020890720322469,0.6830150225742156
Q9BY44,-0.853719294400583,0.26462261918785,0.4641092188575738,0.5605200658456759
Q15042,-3.3036029496687496,1.1144481348650355,0.07390774784157192,0.14394955194989237
A0A0B4J1W0,6.152980712449345,-1.7412025759557563,1.091847308953004e-05,0.0005759494554727095
P27105,1.5857640905949586,-1.057356928383093,0.1603083720433051,0.24843982484068122
Q8TD19,2.651331202047177,-1.223365796000027,0.01747738482516339,0.05169712427256275
P57740,0.35064410861409695,-0.07114770000288773,0.7328997613420867,0.7957556585412365
Q8NI27,-0.9539238710515763,0.43784440068780284,0.41783848053947004,0.5186112905519304
Q6ZNJ1,0.9181264524294404,-0.3779686691225761,0.3819401751958199,0.48257111955879045
O00267,5.144234259233122,-1.6463669611615421,0.0003760335377643579,0.004066555159109628
Q8IWB9,-5.415088085919248,1.1339074852075994,0.01056218628284324,0.03633621694043354
P38159,3.6240275965624464,-0.7394042529732121,0.0021066843071729444,0.011301111580004016
A0A096LP25,-2.508944165867674,0.506785114716183,0.05555486500880524,0.11840481330159501
P42167,0.5743274591019213,-0.1400281654949489,0.5784034904072719,0.6620784980611268
P06702,-1.1939208795675604,0.9987594824087165,0.3530949661244091,0.454286816172258
Q9UKV3,-4.006260214425271,0.7737376121915951,0.044265944178125134,0.10184311251084813
Q15052,3.533469093794115,-1.2355115984171918,0.00289588716753301,0.013693197722817465
O75533,-0.106748083686453,0.03215684462688628,0.9188867016865623,0.9351371095942025
Q92621,-5.203800444170096,1.115676057953697,0.016692825941662697,0.050078477824988095
Q14739,-3.8036793608253077,0.9282320824084243,0.03439120433717711,0.0863686212004707
Q92835,3.026230644684556,-1.2137622786889954,0.0082114396518615,0.030396732746364497
Q05519,2.481844342243458,-0.9486453133319328,0.039212126649233715,0.09473769530139291
Q12888,1.3127780240856477,-0.15262633625294697,0.20670478543093126,0.29961738599860477
