,24hr_STAT,24hr_LOG2FC,24hr_PVAL,24hr_ADJPVAL
Q92922,4.96640122639418,-1.26970601049019,0.00017490228387084678,0.0005508116701007264
Q6ZRS2,2.5812050512035887,-0.5316169190790374,0.01755925283832059,0.028795355043152678
Q8WU79,-13.67651587412227,1.4141508277841126,8.888418479663824e-12,4.3279760750978465e-10
Q13137,0.2725677905956463,-0.04242695816610165,0.7890345648131687,0.8163482306249872
Q9Y2X7,0.2766375052093566,-0.06026440496719543,0.7860795617296388,0.8157186271719038
Q92619,-18.874537190589585,1.0742405572875264,1.2357113069018893e-14,7.82205257268896e-12
Q01105,-2.334031917050281,0.3808158595691489,0.03321308380533466,0.04923625772547269
Q86UE4,-0.9523859478906845,0.1775544169687402,0.3517512332368089,0.39408589493610624
Q13136,-4.05260997323062,1.166931096325163,0.0005747171529977554,0.001506870022592285
I3L0A0,-1.3143571349617311,0.3069358102968296,0.2063520511075851,0.2473879703619344
Q86YP4,1.0091766723062807,-0.1944669316424399,0.3295648911038672,0.3715713981815492
F2Z2W7,-4.926166026799767,0.9195323969107327,0.00010317219261039701,0.0003492406306009696
P23634,4.120459487511557,-0.7335863929597033,0.0008259429926363523,0.002026441528445004
A6NFI3,1.1138875106914294,-0.17179461723456457,0.2833426672833601,0.3255098155905026
P04792,2.645947871067434,-4.991501157050625,0.01918013597646536,0.03121086394113772
Q9HD20,4.088805136287174,-0.956423858999268,0.0009817530902643638,0.002345093230706952
Q9Y6M5,5.490982561518514,-0.28759943226755524,4.122911040464227e-05,0.00016109893139591702
Q7Z3K3,-4.472459738862,0.6162242323354858,0.0004134928824954098,0.001144626669495154
A0A1B0GTU4,-8.509516252074695,1.5002549916273624,3.488708914392556e-08,4.416705485620976e-07
F8W930,-8.885033682756196,1.0055739225304403,1.5186082112657348e-08,2.2355325528632794e-07
P09874,-2.4904638127488568,0.6801250631758571,0.023908592741421694,0.03746074060722755
P49756,-7.232248045991095,1.0012403511643297,9.712080298148037e-07,6.147746828727707e-06
Q92610,-3.737666325590359,0.4101036983766555,0.0013877986803213698,0.0031828861037805326
Q68E01,-10.401053316202887,1.8167765442885957,2.761093976168892e-08,3.7186648657764017e-07
Q9Y5K6,-2.5080830403770946,0.3077718180171489,0.02495761856214964,0.03881614877110742
Q6P4E1,3.6746591269640057,-1.3992220414503753,0.0024118665593904787,0.005055336198987328
P86790,-3.4316208896061653,0.6526015361968185,0.002536175504103071,0.0052464022682916465
Q9NTZ6,-1.818240990315867,0.4027209837204577,0.08917915610234503,0.11834466627418114
Q9UK61,4.4678123626631026,-1.2511399115318853,0.0005293750663649294,0.0013962267375375013
Q6PCB8,-2.203086922571568,0.3756880224472694,0.04054137753313016,0.05828851308519503
Q15648,-13.681998650294544,0.9926445939526249,5.1474489241579485e-11,2.1722234459946546e-09
P05114,-1.2995033360271862,0.521937302101686,0.22191798063538845,0.26454629329981333
P85037,-0.932674684801663,0.18412813446156484,0.3616539474790943,0.40304040273638503
Q9UIG0,4.354980683388948,-1.793777121647906,0.0006596219973314098,0.001643861119333789
Q99567,-4.5064122081924385,0.8396120303396537,0.00029928445866175997,0.000873027937017945
O95466,-7.601435264554177,0.7928129675176987,1.8209082879980417e-06,1.0772289217782808e-05
P54727,1.5026924274762403,-0.38496480806686506,0.14785646350939044,0.183156832488149
A0A087WUT6,3.5728236382446683,-0.5407544627975955,0.0018031495258302517,0.003935840171898446
Q9Y2D5,-4.539590782373903,0.7223426990481354,0.0004615527336163215,0.0012486380519195215
P09601,-7.4032400132414224,1.4396906227231159,2.8924679577259063e-06,1.6347609082504452e-05
O43159,5.8521210680691915,-0.6698788869319188,2.5656578357047156e-05,0.00010755373576166125
Q8N1F8,-3.281709887902665,0.5574621810434841,0.003559810488302885,0.006976346870265406
Q7L9L4,-2.5975712632488817,0.5014106983366569,0.01703479648049386,0.028301905963655154
Q6VMQ6,-0.9271232080338031,0.18700387815350172,0.3668683820428794,0.40813301552397657
P13861,5.121108649878119,-1.2810968914542566,0.00014509950141260183,0.00046861216527641303
O14974,4.135183671426994,-1.3478931298006398,0.0010017926010069786,0.002383965099388787
Q5VUA4,4.939802673034915,-0.6434034215289448,9.338063810095863e-05,0.00032300515802134873
P35606,-6.1279416156589495,0.49945816316764646,7.2502458593141925e-06,3.642385419798321e-05
Q14669,5.899868400182696,-0.9273788085942534,3.868601021094311e-05,0.00015305152789704367
P04899,-10.480796244033206,2.1723970854750068,3.849451644135501e-09,7.16677320805227e-08
Q96PK6,0.6952201591040427,-0.15241450362303155,0.4979617648045166,0.5358307410494081
O75683,-0.5528972429616545,0.10731527945819286,0.5863434408489098,0.6206612007648158
Q14161,2.400766181606657,-0.26965825710948943,0.03069716411227686,0.04637542931520585
Q9NX40,-2.624489706161179,0.7822133572667465,0.02672858826724615,0.041266332617480035
A0A0A0MT49,-2.882224860727988,0.4876013987819292,0.009709702250767668,0.01693179483398329
Q5SW79,-6.162013605563321,1.0702602792822087,9.005883800637406e-05,0.00031322661790129003
O43399,4.432025626522705,-2.142476169739834,0.00026695285616229025,0.0008008585684868707
E7EWR4,-2.603847527035815,0.8765091069861617,0.021349979605996317,0.033871020277182126
O43815,-4.916647179092523,1.1438152098624177,0.0009258478334837648,0.0022454470444261423
P20020,-14.903647562200652,1.5646050762761963,4.897614439888622e-10,1.4091772456588625e-08
Q14157,3.189711819860482,-0.39481027723329065,0.00440955191305449,0.00838212120409457
Q5H9R7,2.4272254181072594,-0.6111310071765779,0.02486559523658316,0.038768280258022515
O95487,-4.338752182166008,1.0779046365085492,0.00028994665716124374,0.0008498648296986545
A1X283,-3.7171460772569715,1.1348254022524866,0.0028191948538880754,0.005740908949239293
Q96JM3,-2.100053858921025,0.3707702212710007,0.049399168445947765,0.06948816361396652
P06748,-5.807605699254876,1.1602447520092194,9.167979164334877e-06,4.533852196112482e-05
P25788,3.459617967434373,-3.2554547832850034,0.003815122628177369,0.007430684995803921
O95613,-7.76496567034222,1.4139756272243102,1.4849918367647928e-07,1.4242421707153241e-06
E7EPK1,-5.654968271792111,2.0110770998691634,0.0003423417678756783,0.0009805535704312414
O00567,-7.575921817457515,1.268546734577529,1.9371367055963127e-05,8.515330101683791e-05
P02765,3.801979471486494,-1.8085673721636817,0.0019409055667752625,0.0042075110403039075
A0A087WZV0,2.530842422087135,-0.5006374424100062,0.02363345931707601,0.03712153783550649
Q8IXT5,-2.3580680845423974,0.38796936954666505,0.03062917940486661,0.04637542931520585
Q8TD16,2.481232594815877,-0.5552434056426616,0.026234977168347964,0.0406032776224065
Q5JSH3,1.691787862880151,-0.6219856788937683,0.11075395082663501,0.14278462499645614
Q9UJU6,-10.024343037154884,1.7144901913535042,5.167023668691733e-09,9.102821353546538e-08
Q13200,-1.730550907817347,0.49097494325610636,0.09831803758829784,0.12965691206956778
Q9P270,-10.805471483452962,1.5939040130411055,5.752956479211764e-10,1.5173422713921027e-08
O14647,-3.126630239579706,0.8478208649916454,0.005144137069092084,0.00957717283745673
P27708,-15.531157747537437,1.4155727968541434,1.7001000765405305e-10,5.924181646149278e-09
O43491,-2.8365793699483497,0.5847349764543726,0.012333329576021642,0.02121466745005897
O75122,-3.484935274014578,1.6902533853562771,0.007915849775176148,0.014075092437321635
P23193,-7.371321404883591,1.7459920793653516,1.0986315484608008e-06,6.885482873026603e-06
A0A087X0H9,0.7747337763180365,-0.10963453370171816,0.45129006551233153,0.48999418776896375
Q9BW71,5.8111144722681205,-1.0895781243677138,1.0786995431354844e-05,5.1339609834944476e-05
