,"('2hr', '4hr', '7hr')_STAT","('2hr', '4hr', '7hr')_LOG2FC","('2hr', '4hr', '7hr')_PVAL","('2hr', '4hr', '7hr')_ADJPVAL"
Q99567,-0.7085755471440198,0.2687467258581633,0.4884775805710527,0.6964106047330548
O95466,1.6510381683947886,-0.3950472782000771,0.12661523768129587,0.3047431386017502
P54727,-2.804603051950682,0.7541323189247724,0.01221912736125544,0.07707307094073704
A0A087WUT6,0.30587629105827524,-0.061392851331286025,0.763568146203237,0.8708804262101785
Q9Y2D5,-0.07704382330352325,0.02625726821252572,0.9396227573894641,0.9738614702715152
P09601,0.19059572377452733,-0.10002635807154414,0.8511981306327208,0.9226171518673154
O43159,0.0006471507816303767,-0.0001241485106491247,0.9994912235164908,0.9994912235164908
Q8N1F8,-0.7847718332393784,0.21753086199800342,0.44348839757751357,0.6549680622445865
Q7L9L4,-2.0045050703356235,0.5782342860774667,0.06121612361317555,0.20077619817171047
Q6VMQ6,-1.0945074058569986,0.3537624216524493,0.2959941955634997,0.5233640385242886
P13861,0.6411618601450595,-0.21845549262161912,0.5354879506342078,0.7312300655741689
O14974,0.38943685895270524,-0.1621934836344665,0.7056591511437329,0.8364473187523975
Q5VUA4,-1.837334895188806,0.34251729078022963,0.08535537329052634,0.2455906876950144
P35606,-0.07647025866441193,0.012855936632827802,0.9400310520377895,0.9738614702715152
Q14669,-1.7342996616471373,0.4150894586530327,0.10329849244896562,0.2725539548334813
P04899,0.9730137181414324,-0.62372548943351,0.3493008434902176,0.5718292278270151
Q96PK6,0.41460255780679317,-0.14598840798858026,0.685713901755745,0.8252032315805828
O75683,-2.5838219803168423,0.627323844541847,0.019915162332095566,0.10593527526232348
Q14161,-3.2073526633312452,0.46100626970812586,0.007630380997809069,0.06355304173175184
Q9NX40,0.8058109492248493,-0.2596180340516887,0.4323635500758052,0.6444072394473108
A0A0A0MT49,-1.1437593643245596,0.2688679195207211,0.2692372183106273,0.4896844072038606
Q5SW79,3.9955967429007533,-0.9301688191439077,0.0017450396664356507,0.023012710601120142
O43399,-0.6307408965023594,0.3097201827839813,0.538314708621742,0.7312300655741689
E7EWR4,-0.64818112993235,0.28773828736691875,0.5255267695125813,0.7247460677591806
O43815,2.4475205313701665,-0.7382724112173173,0.03174447708010342,0.1488463258644849
P20020,0.8299742217621919,-0.3587091063611543,0.42167503354877367,0.6435640719906722
Q14157,-3.421788979071015,0.4525046142031346,0.003887802059583523,0.04317506497748018
Q5H9R7,-1.7122869007546166,0.5404157951102557,0.10619951370720358,0.27664317768172786
O95487,-0.1526118163414469,0.0744087831648792,0.8805733009503788,0.9399711627345527
A1X283,-0.39784259342568445,0.175235567752974,0.6962777942453016,0.8315921580325961
Q96JM3,-1.9522406127184246,0.5210224628233857,0.06877676224691173,0.21526874648745087
P06748,-0.4505564438537795,0.18958294422557942,0.6583779855026178,0.8068024042966397
P25788,0.5870959345656617,-0.46897551389159187,0.5651652592252187,0.7531570717675019
O95613,-0.01741520182978804,0.008115786244355494,0.9863337879792509,0.9926061809075768
E7EPK1,2.360530325451339,-1.4059517549505693,0.036559454146535324,0.16084822418285402
O00567,2.551161181324177,-0.7798030193761512,0.026486944883133405,0.12897104700787265
P02765,-4.05288842742991,1.8311634313621488,0.0015940541849458112,0.022147824113639917
A0A087WZV0,-1.2526331765144512,0.36172495460652776,0.22857456131441567,0.4391626819332012
Q8IXT5,-0.6503288494779212,0.18420717077755255,0.5246574645248894,0.7247460677591806
Q8TD16,0.6810187270795538,-0.2233895365583769,0.5052729316171192,0.704488470734882
Q5JSH3,1.0370158569171721,-0.5194693571284854,0.3168824712065929,0.543823274446047
Q9UJU6,1.1038574253651086,-0.5492075440701574,0.28768307966133627,0.5129672941566925
Q13200,-1.5348061476166708,0.6592596569655726,0.14735938326699077,0.3331374628857327
Q9P270,1.6295216675010886,-0.7477798177179049,0.12268485070709792,0.2986904249907423
O14647,-0.9907923049380867,0.4686266319064831,0.3362770479667442,0.5651628594935404
P27708,3.1920733306830646,-1.0375245563000668,0.00785587598839136,0.06458142208638612
O43491,2.9574509447463195,-0.953833054419144,0.011471328148187495,0.07617348496526292
O75122,3.0846033447124537,-1.7250610039695073,0.01135464692192527,0.07617348496526292
P23193,0.7628183820625252,-0.42687921881320734,0.4571018440757877,0.664672346314796
A0A087X0H9,-3.5802687119409704,0.6192702705834705,0.0038561341689985176,0.04317506497748018
Q9BW71,-0.7755941471195711,0.18953248248462407,0.44955257630854173,0.6587194000076548
P29966,2.3465539560997146,-0.9132684017296664,0.03373395495237689,0.15362297471118397
O43312,2.303885343740716,-0.8871604127628887,0.037099274456076914,0.16084822418285402
Q9UPP1,2.450176991381144,-1.6581124010162078,0.03334462894438352,0.15295036320141134
Q5SRQ6,-0.2049985444538001,0.06533125348242752,0.8401726384592924,0.920119861842097
Q13131,0.4715693443709983,-0.31211426540663223,0.6432903115146287,0.796806388629763
Q09161,-0.7197971517276451,0.11412489597946829,0.48241679618248257,0.6908819728133744
O14646,8.1037273657955,-1.3882828128990858,1.6119339726984432e-06,0.0005101771023590573
A9Z1X7,0.19117214380449685,-0.0482065306183852,0.8511863217231758,0.9226171518673154
Q9Y3T9,-2.12814925790371,0.39960732563121537,0.059861629604058955,0.19867610764414517
O15400,0.6527005191509363,-0.23592260393407605,0.5236634104178287,0.7247460677591806
Q8NDX1,1.9485912090653188,-0.9874709918349416,0.07868653963476117,0.23384309666105083
O76094,1.5812796623591556,-0.3796820641801326,0.13676246195120575,0.31710856562312545
Q92522,-4.445181781651618,1.4217309431122906,0.000903244766046499,0.01786731052835731
Q7Z6Z7,1.405181063763773,-0.46598463778986,0.17856552995112251,0.3809545878531233
Q9Y6D5,5.818132804041826,-1.1955226381824116,5.226182434744182e-05,0.004725962115990096
Q8IU81,1.3560282323260955,-0.3529812623542732,0.19296153446585704,0.3991655271793709
Q6PJT7,-5.42127809043568,0.9169332014202989,0.0002231104433696785,0.008517285171635764
Q15758,-1.0523330250591512,0.39088908945821554,0.3123042123376412,0.5416125107115805
Q15652,-1.9387348013381709,0.3971634961909478,0.06937570976846757,0.21526874648745087
O75367,0.14007187559490608,-0.040052351003554865,0.8902500552404031,0.9456933963417709
M0R2Z9,-3.053241138025351,0.7545012767755448,0.00828931602965133,0.06513671226181372
Q9UPY5,1.5998174660429325,-1.100456607134014,0.14171847508349744,0.32448121721420853
Q96TC7,0.16772218097223576,-0.06928339383174009,0.8692168329991292,0.930988587628509
O95155,-1.8109233675242327,0.6441207897666317,0.09406645641086643,0.2574627189331143
Q07960,-1.9530950459451946,0.7320582634299801,0.07368435920338905,0.22424134315262148
P29350,2.651198136843876,-2.1171128708600113,0.025325140772343647,0.12516769917115247
Q6PD62,0.694075320949986,-0.3683755738106633,0.5018738557373668,0.7016802622781213
B5ME19,0.2560025127314012,-0.12246025322138854,0.8010563385171,0.8943009916778206
Q9NYF8,-1.430209597569325,0.28594457734021184,0.17325816079158407,0.37177090095278886
Q9Y5Q9,-1.9862403816485104,0.5089063501035067,0.06499490682779653,0.20778674758583435
J3KNN5,5.017090472154431,-1.6270701205997145,0.0005416789839861246,0.013571187313388007
P46100,-1.8841283486818348,0.5088817254697748,0.07950723491358822,0.23408409162930857
Q2TB10,-3.536002771987947,0.5009969918630905,0.0025704151247444586,0.03128986103775466
Q15785,-0.6100010317552946,0.1345115227367133,0.552363409619536,0.739209383275193
Q9NXG2,-0.11189880926676468,0.042631494452230356,0.9123928864033897,0.9593765732447602
P41212,2.25189587911584,-0.5951965414953524,0.03945094406035947,0.16429241835662858
P60174,1.154422008861425,-0.6172818237212461,0.275180907864081,0.4934547158015957
P50552,2.1713040984492444,-1.33035227979333,0.051762871856120024,0.18468623642135576
Q9Y320,-0.5077155666987411,0.1202980714362849,0.6184687089952297,0.7955336543613173
P10412,-0.4753229640395304,0.16105433532954194,0.6406352598858421,0.796806388629763
O00193,0.49194325483331536,-0.5381241883240175,0.632631819326052,0.796806388629763
A0A140T913,2.0388332569758734,-0.33616729600918704,0.06933942043902552,0.21526874648745087
P30622,4.403577870407665,-2.2808611329880315,0.001322716424377471,0.02203367096397208
Q3KQU3,0.3259177418973494,-0.12359943572329413,0.7484874607335623,0.8610026473627846
P49916,-1.5444388473677908,0.30638883745318,0.15318180888166025,0.34094093323158187
A0A087X188,2.883841751218477,-0.5487352475418821,0.01056015196098512,0.07596109308299524
P22087,-0.09385436897494623,0.029785224635878293,0.926694345805148,0.9660398227030021
Q9H307,-1.265515081853974,0.3153066535132589,0.22450366815472428,0.43592276669306895
P20138,-1.1679635355946911,0.4410140162531213,0.25895171682912654,0.47789048615987495
Q8TEK3,0.36524995432516666,-0.11280083086229364,0.7213768254597891,0.8427364219882123
Q96PY5,1.370220639636163,-1.705376215940714,0.19950221904628415,0.40855483632887774
Q8WWI5,-2.716507719209347,0.49869543890803714,0.0161062118568583,0.09223462101089301
Q96G03,0.5623370970242836,-0.3939257815727255,0.5823443353399234,0.7704119289332811
P31948,-3.927553377722899,1.3397038165159725,0.0015084365654025739,0.022147824113639917
Q9UI08,1.2814143082173233,-0.4606374511398146,0.2244550427183616,0.43592276669306895
A6NC98,0.8300421466105098,-0.28148870249591207,0.4221390682057613,0.6435640719906722
Q9BTC0,-0.3244290002501219,0.07532111391738194,0.7513408293350453,0.8610026473627846
Q9NZT2,1.0346775454919606,-0.18047514307961743,0.3191450541794491,0.5445251193951247
Q4KMP7,1.8843126630006832,-0.9457530190256571,0.08772643080345338,0.24714062793312824
Q7Z3C6,-0.6225013172351416,0.19772213305361985,0.5457397780745235,0.7368791229109316
Q5VZL5,0.9681752470867449,-0.1985504271857499,0.3518452512612661,0.5725399589932685
O94913,2.2327022940275643,-0.6362053399020091,0.045362494947203694,0.17194287006934092
Q99590,-0.1504561033670271,0.03466403362840209,0.8827418556949669,0.9406996543012021
Q9H1C4,1.8520353384641612,-1.2361643421745447,0.08651947870246206,0.24669743251647963
O00429,0.4786320601033638,-0.21465037383709262,0.6405013005362875,0.796806388629763
H3BQK9,0.3815764350399955,-0.1636886299447049,0.7082713473164062,0.8364473187523975
P13807,0.09220970780751112,-0.03019189614818618,0.9278865911586498,0.9660398227030021
Q15477,-0.6299288214712887,0.17693782751751685,0.5379668187156621,0.7312300655741689
P16070,1.9031326677427258,-1.4521651911027942,0.08784619476296028,0.24714062793312824
P40222,0.35746727246043347,-0.2604006716001308,0.7251469579818899,0.8427364219882123
A0A0A0MR66,-0.8957869251657554,0.2461513999143674,0.3831028122284922,0.6077796494752771
P16150,3.549592093693755,-2.034546729037777,0.005223196387505081,0.05332715021436639
A6NHB5,0.4781997724048398,-0.24580585957831524,0.6401059277157586,0.796806388629763
Q6UN15,-0.9862048438820304,0.171783824032687,0.3379255822512448,0.5658162140961108
Q86UP2,-1.3936490515337892,0.35911072785346443,0.18292613020210216,0.38726501812016945
Q13627,0.08449762539187831,-0.028442830414959097,0.9337205958065411,0.9705174665772421
Q7Z3T8,-0.5172872831571658,0.19533327498515307,0.611639939473233,0.7917547682751667
O15117,2.220940657026789,-0.5702216142122967,0.04220691727908283,0.16654765681801484
Q9H2Y7,-2.1865957331026045,0.821962039260022,0.05744573697836469,0.1946224363776454
P78536,-0.5011040635138142,0.12220093170836055,0.6227317025868082,0.7963417530049487
P49407,0.4342315738118961,-0.14481296014792866,0.6697054591432829,0.8114401087279001
P35613,-0.9880533170033221,0.45748086359266127,0.33966850135311555,0.5658162140961108
Q9UBB9,-4.107721651037646,0.6600661869851885,0.0008246956322181711,0.017401077839803412
Q9C0C2,0.20066168736368975,-0.07690460087275164,0.8441281029991752,0.9226171518673154
O75151,-2.72800632194683,0.4315309598621797,0.015528129643975154,0.09101209319107659
Q9BTU6,1.4588752837923822,-0.7373736829697255,0.16971167387018674,0.36664672204719523
M0QZR4,5.271198046590631,-2.234956160618099,0.0002336139136871633,0.008517285171635764
P49757,4.080828097785581,-1.5308313079588356,0.0015625493529491208,0.022147824113639917
Q9UKJ3,-2.136744055053917,0.4338682372694618,0.048940178517327335,0.1780409942613115
Q96II5,1.8002056683044674,-0.4467959056727744,0.09020111998267878,0.2515299953702012
Q13884,0.6163162035337314,-0.25807026433021263,0.5471298384962683,0.7368791229109316
Q92733,0.053073022597676656,-0.033482071951406844,0.9583565922524353,0.9783351402952442
Q9BQG0,1.255192678031255,-0.707780823176388,0.23874324457604412,0.4497752196923688
P52292,-3.1386865048238497,0.7829039997504768,0.007565925449215479,0.06355304173175184
I3L1Q2,-4.177426997230153,0.7401184574112853,0.0006712896107280153,0.01530909672775283
Q14258,-2.243506606961521,0.3365675882200372,0.04147125515442199,0.16654765681801484
Q9UIS9,-0.11572980563939214,0.029067451212684947,0.9094016968139725,0.9578224194396749
Q92797,-2.307831126502623,0.5781948319939956,0.033983856630568535,0.15365558033678486
Q5T1R4,-4.443060872436498,1.4188587907837837,0.0016369707879533876,0.022147824113639917
P48634,3.304991377345905,-0.9183409856111988,0.005122821228092743,0.053159767825946
Q05655,2.2461182741247008,-0.6304468477445189,0.042360462476619884,0.16654765681801484
E9PB61,0.017568785402879285,-0.006985809526994569,0.9861900592893105,0.9926061809075768
P62995,2.9311443100202874,-2.0955980218946273,0.016173843494801145,0.09223462101089301
Q9UPW6,-0.8634335710452808,0.31397298990461997,0.39996956790683313,0.622498170257449
I3L4Q0,-1.681418876633882,0.45509373311612866,0.11708539158614636,0.2906472661726692
Q13098,-2.5527255916336635,0.27976744125514896,0.02240022279213535,0.11718463659026179
Q13045,-3.206764990844602,0.5160304450672539,0.007372195662931172,0.06355304173175184
Q13177,-0.5056722986078824,0.15796391409847899,0.6195862426542329,0.7955336543613173
Q641Q2,0.7861799009611218,-0.21952342595570418,0.44281827914353034,0.6549680622445865
Q05D32,5.036825635233001,-1.6182247598201516,0.0005574263351470587,0.013571187313388007
Q96C19,-0.15844402385545092,0.051735713127942784,0.8760488516672464,0.936721153894201
Q66K14,0.5638163757346668,-0.3831109287532204,0.5829815386398762,0.7704119289332811
Q13469,3.387079855657896,-1.6976130459535548,0.007228377612420167,0.06354948650919397
Q5T4S7,0.5401129230733003,-0.17197022697740438,0.5991788935842588,0.7836368587579252
Q6KC79,-1.9102799221521358,0.7030281040702648,0.07511892073288381,0.22535676219865144
M0R0P8,0.3224235230020269,-0.03994207926845972,0.7521871469061926,0.8610026473627846
Q9Y4E8,0.6494451395697527,-0.5050186526047082,0.5280789933413734,0.7266826147501944
Q9Y2W1,0.4766715478840375,-0.128844022114045,0.6400018286401019,0.796806388629763
Q14966,0.046898712670219986,-0.01550025768835761,0.9635760011609664,0.9783351402952442
Q14012,-0.48502434088331714,0.25653728583828483,0.633941851068882,0.796806388629763
Q13247,0.9307131764835249,-0.33157162324948564,0.36717718321927617,0.5914075241165441
Q09666,3.0075908544225,-1.0529203159322706,0.01223388375166442,0.07707307094073704
Q9Y520,0.8058094538855908,-0.12192547007069932,0.4321259234630802,0.6444072394473108
O94885,2.655416073732529,-0.5253988327503347,0.017323640543240794,0.09619179354273177
Q8WWW0,0.07456250658079974,-0.030693567460508664,0.9415532698359672,0.9738614702715152
Q13905,3.748401070028934,-1.6481140058516894,0.0019155930878627819,0.02474633519626818
P40818,1.213567141821891,-0.5595491419508649,0.25102845398459284,0.4673559158007272
P26368,-0.5090913194515381,0.13695967886122773,0.6193809503119746,0.7955336543613173
Q16512,1.652913877985793,-1.1723019882995687,0.1288639930183058,0.30898071053252874
D6REX3,0.19917380310513522,-0.049057622083557906,0.8454326636187699,0.9226171518673154
Q9H3Z4,-0.404751147153775,0.23891779320978102,0.6926129672710639,0.8287788436343733
Q9NTJ3,0.5386978735360579,-0.13679230149102573,0.5972782099366925,0.7827683372462243
O95394,1.748679972545599,-1.439376308795718,0.11112424752253745,0.28199862615365806
Q9GZR7,0.7236141308931753,-0.4289692827498073,0.48097872779806283,0.6903844324176276
Q9UBM7,-2.1297477583462507,0.9185506846204832,0.050856058564433655,0.18290843790503694
Q8WVC0,-0.26533749426315595,0.07739206222113904,0.7941538623004291,0.8897334421879143
P13612,-1.955722378766682,0.44700245379001635,0.06833892994529307,0.21526874648745087
O15427,1.7027618426388,-1.3029932800048196,0.11643399418231688,0.2906472661726692
P11387,-1.0975509302473647,0.29474003377157176,0.2952013321995008,0.5233640385242886
Q14289,1.9398386353311987,-1.2246670223406857,0.08061490103845388,0.23624644609880233
P22626,2.7497226904369882,-0.6551560105976693,0.01547884160242602,0.09101209319107659
Q86WB0,-1.0047037363509634,0.11387964797028394,0.3335811536550092,0.5645905622021947
P78332,5.451534220120693,-1.1446521945947046,4.4956793940893655e-05,0.004725962115990096
O15258,-0.3728397383848916,0.16116966014899115,0.7142999039435933,0.8388716868205837
P42356,3.5386950139684545,-1.7541856961447435,0.0059779112137581915,0.0560322214924207
Q5SNT2,-1.3389529145221508,0.3890619123639434,0.20247115285757572,0.4107828197398892
Q15061,-3.449745098087545,0.8879330565360153,0.004044920549061671,0.04414542599234548
Q5JTD0,1.8877993738010421,-0.9619668349796571,0.0828081624611775,0.24044755430240988
O00559,-1.390665637835738,0.707345788662185,0.18638526355708593,0.39066844977362714
Q7Z6I6,-3.849609683964221,0.9995096087582147,0.0022084031300402137,0.027410180025793242
Q6ZS81,0.12185198786730582,-0.03151285897648304,0.9047183765142075,0.9548271970508735
P12270,2.919748104044492,-2.3200075811208842,0.0156768912282514,0.09104102887599207
Q15019,-1.0310082874125157,0.18320115327551934,0.32276953486969917,0.5477563420174787
O60264,0.2563126042626076,-0.1622664787878556,0.8009026695211795,0.8943009916778206
Q7Z5L9,0.8148873459502396,-0.18539427398380015,0.43137537782738833,0.6444072394473108
P30273,2.5110997255274574,-2.1298322263365104,0.03239309745207188,0.15036660381024988
Q13242,2.777828495530989,-0.9977918496586908,0.015420654306374652,0.09101209319107659
P35269,0.450316427354537,-0.29499328688264725,0.6615014973616999,0.8068024042966397
P48651,-0.04451434549460882,0.01604560692085988,0.9652062557552237,0.9783351402952442
Q9BUH6,1.5280696906554734,-1.0939890773211072,0.15350421164455108,0.34094093323158187
P24534,-2.0670506628933167,1.222078602336688,0.06734369932301264,0.21421387774606532
Q01196,-0.014573598901889695,0.005384755044230749,0.9885538711877604,0.9932612705743689
Q8WUB8,1.0373250143573527,-0.2867132493096709,0.3224654839537644,0.5477563420174787
Q92667,1.1468662979796618,-0.6903132688095364,0.27166375049369723,0.48992351584760785
Q9UHB6,-0.4096163789653882,0.06660228934599655,0.687783757200727,0.8261235641519169
Q01581,-0.287545591684814,0.1197561627660817,0.7779621015347384,0.8841113290331947
Q5JSP0,-2.34224742268472,0.5964466319148358,0.039980647157065674,0.16541012843413447
Q3V6T2,3.0058746953916056,-1.2177897484464761,0.011672714125798586,0.07617348496526292
P38432,-1.8030413685123943,0.46071230532416907,0.08951007603018303,0.25070742534117635
Q92769,0.04842824601008219,-0.0108496459024785,0.9619472280189462,0.9783351402952442
Q9UQ35,-0.78451816896677,0.1403257399127611,0.44388830758756337,0.6549680622445865
E7EX17,0.9388759011899479,-1.2245662971031956,0.3684109652840123,0.5918886828040095
Q96B97,2.189075467754335,-0.4691716902936598,0.04317182038029676,0.16765498344004817
Q8N3U4,-0.9319802246601959,0.1915918628628681,0.36468202799120186,0.5903931552901043
P52948,-2.028188504978448,0.5239042466332202,0.07045915790664319,0.21756413148734213
O75396,4.773855357363178,-1.0427887344096758,0.00021582910496173075,0.008517285171635764
Q7Z5Q1,-0.32291556069559263,0.09774964196522151,0.7507791938999868,0.8610026473627846
Q12996,-1.3904990730768478,0.6566622753092484,0.1928995562130299,0.3991655271793709
P35236,-0.12109384452742228,0.026771641318009465,0.9050494758776052,0.9548271970508735
Q9H582,-0.43968446557834545,0.10293094454757679,0.6687290206948029,0.8114401087279001
P33993,-0.38777671723452545,0.08278459645852942,0.7030147370664325,0.8364473187523975
Q12965,5.1159144771464895,-2.3557750745187946,0.0005110557154611176,0.013479094495286975
Q12830,-3.065120494323193,0.7170954826868807,0.011184994990855934,0.07617348496526292
Q92597,1.4519907071111255,-0.42715748484940397,0.16600526159571888,0.3636032200349137
Q13523,-0.6223080483710657,0.1308146671481336,0.5420590909868602,0.7347396243997484
P10644,-1.301284745106982,0.34297008115201577,0.21052964509957472,0.4164539542125963
Q4G0J3,0.6314885811425991,-0.398006418008479,0.5378658844092263,0.7312300655741689
P18887,-2.2151401822050407,0.4317299027848618,0.04157231183839538,0.16654765681801484
Q9H4L7,2.8996968425781025,-0.7560129680477314,0.010919689563944882,0.07617348496526292
Q15149,0.746768970994856,-0.18517873632432602,0.465411034827921,0.6695572387410772
Q01543,-0.8774526088824267,0.1987115212269881,0.3932824692710438,0.6162074332885414
Q8IWZ8,-1.2473917456871924,0.40218581573529266,0.22921589403558196,0.4391626819332012
Q16666,0.037594186989020555,-0.018890554224422873,0.9704524958450884,0.9813042010701932
A8MXP9,-1.8553997075784736,0.3653177131080878,0.0816180477398092,0.23808398257741575
E9PF32,3.439118842464059,-2.1384756587409948,0.0067868691468527635,0.062262147390692746
Q96TA1,2.7969967084737317,-0.638793903157886,0.013466007946352767,0.0827571167965175
P49736,0.17016628015254656,-0.0630818018320154,0.8669272395890418,0.930988587628509
Q15691,2.232473586650516,-0.9503501790387501,0.046270891319581176,0.17229102473702873
O15553,4.795588982638187,-1.6511938175001042,0.000677179634087013,0.01530909672775283
Q8IZD4,-1.5765195078658534,0.5727638327605735,0.13395926497415017,0.3164037863008845
Q16513,1.5928040222709277,-0.3560808431833036,0.13174203802736642,0.31233224745813837
A0A0U1RQK7,1.686880777000159,-1.2197330821126708,0.1170443111981254,0.2906472661726692
Q6P2E9,0.6948035926056931,-0.22792023630981983,0.49692720492804965,0.7016802622781213
Q8NF50,6.308965647428212,-2.4736086629272833,7.792242408581425e-05,0.004932489444632043
P42331,0.9318711360345515,-0.3817182049723513,0.3721206039714461,0.5933308370627843
E9PAV3,-0.7065356113063889,0.3539207204428967,0.49016958723521054,0.6972524690334568
P42677,-5.991681183931668,1.1668685528030545,1.5907828394074195e-05,0.002517413843362241
P46087,-2.1928315314080207,0.5562265989308428,0.04406635447984261,0.169054559913578
Q15287,-2.4435630768747676,0.8992041394644421,0.026752671498322063,0.12927054243082342
J3QS41,0.9992309321380132,-0.5745576051310488,0.3408985013148439,0.5663746754128509
P25205,-0.7033948863081815,0.18011150759039918,0.4919489050810364,0.6982144773907982
A0A0G2JH68,-1.3374131042547361,0.34602258471563685,0.20784169139775638,0.415027730772176
Q9NXH8,5.116947711705441,-1.798703713887378,0.00031634335675249914,0.010012267241216599
E7EVA0,-0.6569729526219097,0.19963222377328904,0.5208374420237499,0.7230046070198107
Q13617,-2.3415982664159447,1.5895140039012967,0.04195905204158559,0.16654765681801484
Q96G46,-0.4718169013171635,0.23152444287383456,0.6444942669485603,0.796806388629763
P04049,3.2712261364717428,-2.2381629645148973,0.009451661541219302,0.06956862506502114
Q13153,0.5657364438182821,-0.19729564559368518,0.5803613215535348,0.7701650241999739
Q9BY44,0.1880715771131666,-0.042761813710191277,0.8531649219817908,0.9231681976315788
Q15042,1.5843871699934113,-0.44411740866975324,0.13995671514348365,0.32255601074520274
A0A0B4J1W0,-0.9193348002154688,0.3136273216592298,0.3720195394357052,0.5933308370627843
P27105,0.10247739644895792,-0.06472631133734374,0.9195770715686364,0.962136010418094
Q8TD19,2.0935176137984897,-1.0667997552795618,0.056888061648744444,0.1946224363776454
P57740,-0.26824767945441996,0.07591954669338374,0.7933591982215489,0.8897334421879143
Q8NI27,-1.3350989796312365,0.4622896703288264,0.20055238828884478,0.40855483632887774
Q6ZNJ1,2.9537191732583463,-1.2726359512185197,0.015058424446284293,0.09078078737617103
O00267,0.2531560589298329,-0.08617989125752978,0.8041928125944477,0.8962219196695166
Q8IWB9,-0.6150110433357048,0.19850479002635724,0.5496444190763659,0.7371290620240246
P38159,1.2952258442774518,-0.360342803411698,0.21469083971483624,0.42204752030897935
A0A096LP25,-1.4327871127651142,0.357222685070661,0.17048106974535326,0.3670561807782606
P42167,3.091326008142058,-0.8117341243536118,0.00833502953113256,0.06513671226181372
P06702,0.043703526596598145,-0.01655327448146604,0.9659313146415774,0.9783351402952442
Q9UKV3,2.1248331367643623,-0.38068306463152934,0.051933886387047906,0.18468623642135576
Q15052,1.6031440486889157,-0.6996601507942937,0.13648006546768923,0.31710856562312545
O75533,1.681982323808176,-0.5398449152851947,0.11093728673221703,0.28199862615365806
Q92621,0.14023621432186403,-0.04354554922592113,0.890415899241225,0.9456933963417709
Q14739,5.669545137360754,-1.0631368866435291,4.362219431040085e-05,0.004725962115990096
Q92835,1.7604692203050392,-0.8737642883442047,0.10343193243653977,0.2725539548334813
